"","vivienda","hogar","ind","Tiempo_labores_no_rem"
"70963",46402,1,1,0
"70964",46402,1,2,210
"70965",46402,1,3,0
"70966",46402,1,5,200
"70967",46402,1,6,0
"70968",46404,1,1,180
"70969",46404,1,2,192
"70970",46405,1,1,330
"70971",46405,1,2,0
"70972",46405,1,3,300
"70973",46406,1,1,210
"70974",46406,1,2,120
"70975",46406,1,3,90
"70976",46409,1,1,0
"70977",46409,1,3,0
"70978",46410,1,1,60
"70979",46411,1,1,210
"70980",46411,1,2,30
"70981",46411,1,3,120
"70982",46411,1,4,60
"70983",46412,1,1,210
"70984",46412,1,2,0
"70985",46413,1,1,105
"70986",46413,1,2,0
"70987",46415,1,1,0
"70988",46415,1,2,270
"70989",46415,1,3,0
"70990",46415,1,4,0
"70991",46416,1,1,165
"70992",46416,1,2,25
"70993",46417,1,1,135
"70994",46417,1,2,0
"70995",46418,1,1,690
"70996",46418,1,2,30
"70997",46418,1,3,160
"70998",46420,1,1,120
"70999",46420,1,2,160
"71000",46420,1,3,210
"71001",46421,1,1,450
"71002",46421,1,2,60
"71003",46421,1,3,90
"71004",46421,1,4,120
"71005",46421,1,5,120
"71006",46422,1,1,210
"71007",46422,1,3,60
"71008",46423,1,1,60
"71009",46423,1,2,360
"71010",46424,1,1,330
"71011",46424,1,2,240
"71012",46424,1,3,150
"71013",46426,1,1,60
"71014",46426,1,2,330
"71015",46428,1,1,270
"71016",46428,1,2,0
"71017",46428,1,3,0
"71018",46428,1,4,0
"71019",46428,1,5,0
"71020",46429,1,1,120
"71021",46430,1,1,100
"71022",46432,1,1,120
"71023",46432,1,2,330
"71024",46433,1,1,315
"71025",46433,1,2,0
"71026",46434,1,1,0
"71027",46434,1,2,0
"71028",46435,1,1,210
"71029",46436,1,1,335
"71030",46436,1,2,195
"71031",46437,1,1,120
"71032",46437,1,2,180
"71033",46437,1,3,300
"71034",46437,1,4,300
"71035",46437,1,5,120
"71036",46440,1,1,210
"71037",46440,1,2,150
"71038",46440,1,3,0
"71039",46441,1,1,480
"71040",46441,1,2,180
"71041",46441,1,3,175
"71042",46444,1,1,340
"71043",46444,1,2,0
"71044",46444,1,3,60
"71045",46447,1,1,120
"71046",46447,1,2,120
"71047",46449,1,1,60
"71048",46449,1,2,135
"71049",46450,1,1,105
"71050",46451,1,1,105
"71051",46451,1,2,190
"71052",46453,1,1,60
"71053",46454,1,1,480
"71054",46454,1,2,0
"71055",46454,2,1,480
"71056",46454,3,1,210
"71057",46455,1,1,25
"71058",46456,1,1,165
"71059",46458,1,1,0
"71060",46458,1,2,100
"71061",46459,1,1,165
"71062",46459,1,2,0
"71063",46459,1,3,0
"71064",46459,1,4,0
"71065",46461,1,1,240
"71066",46461,1,2,60
"71067",46461,1,3,110
"71068",46462,1,1,0
"71069",46462,1,2,90
"71070",46462,1,3,0
"71071",46463,1,1,0
"71072",46463,1,2,360
"71073",46463,1,3,300
"71074",46465,1,1,120
"71075",46465,1,2,120
"71076",46465,1,3,150
"71077",46466,1,1,0
"71078",46466,1,2,180
"71079",46467,1,1,90
"71080",46467,1,2,0
"71081",46467,1,3,45
"71082",46468,1,1,180
"71083",46468,1,2,60
"71084",46469,1,1,200
"71085",46469,1,2,0
"71086",46470,1,1,20
"71087",46470,1,2,75
"71088",46472,1,1,0
"71089",46472,1,2,95
"71090",46473,1,1,0
"71091",46474,1,1,192
"71092",46478,1,1,225
"71093",46478,1,2,15
"71094",46478,1,3,10
"71095",46478,1,4,125
"71096",46478,1,6,170
"71097",46478,1,7,30
"71098",46479,1,1,100
"71099",46479,1,2,180
"71100",46479,1,3,420
"71101",46481,1,1,190
"71102",46481,1,2,0
"71103",46481,1,3,0
"71104",46483,1,1,15
"71105",46483,1,2,210
"71106",46484,1,1,90
"71107",46486,1,1,65
"71108",46486,1,2,250
"71109",46486,1,3,60
"71110",46486,1,4,5
"71111",46486,1,5,5
"71112",46487,1,1,40
"71113",46487,1,2,0
"71114",46487,1,3,0
"71115",46487,1,4,180
"71116",46487,1,5,0
"71117",46487,1,6,0
"71118",46488,1,1,250
"71119",46489,1,1,150
"71120",46490,1,1,310
"71121",46490,1,2,90
"71122",46490,1,3,60
"71123",46490,1,4,60
"71124",46491,1,1,105
"71125",46492,1,1,115
"71126",46492,1,2,105
"71127",46492,1,3,80
"71128",46492,1,4,135
"71129",46493,1,1,0
"71130",46493,1,2,0
"71131",46493,1,3,0
"71132",46493,1,5,365
"71133",46494,1,1,20
"71134",46494,1,2,155
"71135",46494,1,3,45
"71136",46495,1,1,90
"71137",46495,1,2,0
"71138",46496,1,1,360
"71139",46496,1,2,600
"71140",46499,1,1,0
"71141",46499,1,2,0
"71142",46499,1,3,30
"71143",46499,1,4,75
"71144",46500,1,1,0
"71145",46500,1,2,120
"71146",46500,1,3,180
"71147",46502,1,1,30
"71148",46503,1,1,490
"71149",46503,1,2,0
"71150",46504,1,1,300
"71151",46504,1,2,540
"71152",46506,1,1,0
"71153",46506,1,2,0
"71154",46506,1,3,0
"71155",46507,1,1,0
"71156",46507,1,2,300
"71157",46507,1,3,0
"71158",46508,1,1,135
"71159",46508,1,2,60
"71160",46508,1,3,150
"71161",46508,1,4,220
"71162",46509,1,1,90
"71163",46511,1,1,0
"71164",46511,1,2,0
"71165",46511,1,3,330
"71166",46513,1,1,480
"71167",46513,1,2,210
"71168",46513,1,3,270
"71169",46516,1,1,20
"71170",46516,1,2,190
"71171",46516,1,3,40
"71172",46516,1,5,25
"71173",46518,1,1,60
"71174",46518,1,2,150
"71175",46520,1,1,90
"71176",46520,1,2,120
"71177",46520,1,3,0
"71178",46522,1,1,120
"71179",46522,1,2,0
"71180",46523,1,1,5
"71181",46523,1,2,140
"71182",46523,1,3,5
"71183",46526,1,1,155
"71184",46526,1,2,0
"71185",46526,1,3,0
"71186",46526,1,4,0
"71187",46527,1,1,0
"71188",46527,1,2,10
"71189",46530,1,1,0
"71190",46530,1,2,140
"71191",46530,1,3,130
"71192",46531,1,1,60
"71193",46532,1,1,85
"71194",46532,1,2,0
"71195",46534,1,1,40
"71196",46534,1,2,170
"71197",46534,1,3,0
"71198",46537,1,1,40
"71199",46539,1,1,0
"71200",46539,1,2,335
"71201",46540,1,1,0
"71202",46540,1,2,180
"71203",46540,1,3,30
"71204",46541,1,1,120
"71205",46541,1,2,190
"71206",46541,1,3,65
"71207",46543,1,1,60
"71208",46543,1,2,390
"71209",46543,1,3,240
"71210",46544,1,1,160
"71211",46544,1,2,0
"71212",46544,1,3,40
"71213",46544,1,4,150
"71214",46544,1,5,0
"71215",46545,1,1,270
"71216",46545,1,2,450
"71217",46545,1,3,10
"71218",46546,1,1,310
"71219",46546,1,2,285
"71220",46546,1,4,220
"71221",46546,1,5,45
"71222",46547,1,1,0
"71223",46547,1,2,210
"71224",46547,1,3,0
"71225",46547,1,4,30
"71226",46547,1,5,0
"71227",46548,1,1,0
"71228",46548,1,2,230
"71229",46548,1,3,0
"71230",46548,1,4,20
"71231",46549,1,1,0
"71232",46549,1,2,60
"71233",46549,1,3,0
"71234",46549,1,4,0
"71235",46549,1,5,30
"71236",46549,1,6,60
"71237",46551,1,1,100
"71238",46552,1,1,0
"71239",46552,1,2,100
"71240",46553,1,1,480
"71241",46553,1,2,180
"71242",46553,1,3,60
"71243",46553,1,4,0
"71244",46555,1,1,60
"71245",46555,1,2,25
"71246",46556,1,1,120
"71247",46557,1,1,120
"71248",46557,1,2,0
"71249",46557,1,4,90
"71250",46557,1,5,140
"71251",46558,1,1,230
"71252",46558,1,2,0
"71253",46559,1,1,420
"71254",46559,1,2,140
"71255",46560,1,1,75
"71256",46562,1,1,120
"71257",46562,1,2,420
"71258",46562,1,3,0
"71259",46563,1,1,30
"71260",46563,1,2,360
"71261",46563,1,3,0
"71262",46563,1,4,180
"71263",46563,1,5,150
"71264",46564,1,1,10
"71265",46564,1,2,210
"71266",46564,1,3,25
"71267",46565,1,1,15
"71268",46566,1,1,130
"71269",46566,1,2,80
"71270",46568,1,1,0
"71271",46569,1,1,210
"71272",46569,1,2,45
"71273",46570,1,1,10
"71274",46570,1,2,165
"71275",46570,1,3,300
"71276",46570,1,4,0
"71277",46571,1,1,120
"71278",46571,1,2,30
"71279",46573,1,1,180
"71280",46573,1,2,0
"71281",46574,1,1,155
"71282",46575,1,1,75
"71283",46575,1,2,0
"71284",46575,1,5,75
"71285",46575,1,6,255
"71286",46575,1,7,30
"71287",46577,1,1,0
"71288",46577,1,2,210
"71289",46577,1,3,0
"71290",46578,1,1,120
"71291",46579,1,1,270
"71292",46579,1,2,0
"71293",46579,1,3,120
"71294",46579,1,4,0
"71295",46579,1,6,105
"71296",46579,2,1,150
"71297",46579,2,2,0
"71298",46579,2,3,0
"71299",46580,1,1,205
"71300",46580,1,2,0
"71301",46581,1,1,260
"71302",46581,1,2,310
"71303",46582,1,1,60
"71304",46582,1,2,900
"71305",46584,1,1,0
"71306",46584,1,2,0
"71307",46584,1,3,300
"71308",46585,1,1,645
"71309",46585,1,2,20
"71310",46585,1,3,0
"71311",46586,1,1,125
"71312",46587,1,1,210
"71313",46587,1,2,420
"71314",46588,1,1,265
"71315",46588,1,2,370
"71316",46588,1,3,235
"71317",46590,1,1,0
"71318",46590,1,2,130
"71319",46590,1,3,0
"71320",46590,1,4,450
"71321",46590,1,5,0
"71322",46593,1,1,0
"71323",46593,1,2,660
"71324",46593,1,3,60
"71325",46595,1,1,180
"71326",46596,1,1,0
"71327",46596,1,2,120
"71328",46596,1,3,20
"71329",46597,1,1,360
"71330",46597,1,2,95
"71331",46597,1,5,30
"71332",46597,2,1,250
"71333",46597,2,2,75
"71334",46598,1,1,0
"71335",46598,1,2,420
"71336",46598,1,3,120
"71337",46600,1,1,30
"71338",46600,1,3,360
"71339",46600,1,4,90
"71340",46600,1,5,0
"71341",46602,1,1,440
"71342",46602,1,2,50
"71343",46604,1,1,335
"71344",46604,1,2,0
"71345",46604,1,3,165
"71346",46604,1,4,20
"71347",46605,1,1,125
"71348",46606,1,1,600
"71349",46606,1,2,120
"71350",46606,1,3,0
"71351",46607,1,1,135
"71352",46607,1,2,195
"71353",46607,1,3,560
"71354",46607,1,4,315
"71355",46608,1,1,75
"71356",46608,1,2,270
"71357",46608,1,3,0
"71358",46609,1,1,0
"71359",46609,1,2,240
"71360",46612,1,1,0
"71361",46612,1,2,315
"71362",46613,1,1,60
"71363",46613,1,2,270
"71364",46614,1,1,130
"71365",46615,1,1,0
"71366",46615,1,2,360
"71367",46615,1,3,60
"71368",46616,1,1,420
"71369",46616,1,2,0
"71370",46616,1,3,120
"71371",46617,1,1,30
"71372",46617,1,2,240
"71373",46617,1,3,60
"71374",46618,1,1,450
"71375",46618,1,2,120
"71376",46618,1,3,270
"71377",46618,1,4,15
"71378",46618,1,5,30
"71379",46619,1,1,0
"71380",46620,1,1,0
"71381",46620,1,2,660
"71382",46620,1,3,120
"71383",46620,1,4,180
"71384",46621,1,1,150
"71385",46622,1,1,0
"71386",46622,1,2,0
"71387",46625,1,1,195
"71388",46625,1,2,180
"71389",46625,1,3,90
"71390",46625,1,4,20
"71391",46627,1,1,0
"71392",46627,1,2,165
"71393",46628,1,1,60
"71394",46628,1,2,360
"71395",46629,1,1,0
"71396",46629,1,2,390
"71397",46629,1,4,180
"71398",46631,1,1,10
"71399",46631,1,2,70
"71400",46633,1,1,10
"71401",46633,1,2,60
"71402",46633,1,3,0
"71403",46633,1,4,2
"71404",46634,1,1,270
"71405",46635,1,1,270
"71406",46635,1,2,0
"71407",46635,1,3,140
"71408",46635,1,4,0
"71409",46638,1,1,270
"71410",46638,1,2,240
"71411",46638,1,3,0
"71412",46638,1,4,30
"71413",46639,1,1,90
"71414",46639,1,2,345
"71415",46639,1,3,130
"71416",46639,1,4,360
"71417",46641,1,1,180
"71418",46641,1,2,0
"71419",46642,1,1,0
"71420",46642,1,2,0
"71421",46644,1,1,170
"71422",46644,1,2,0
"71423",46644,1,3,340
"71424",46645,1,1,228
"71425",46646,1,1,120
"71426",46646,1,2,0
"71427",46646,1,3,0
"71428",46646,1,4,0
"71429",46646,1,5,0
"71430",46646,2,1,240
"71431",46646,2,2,0
"71432",46646,3,1,0
"71433",46646,3,2,300
"71434",46646,4,1,50
"71435",46647,1,1,0
"71436",46648,1,1,0
"71437",46648,1,2,390
"71438",46649,1,1,140
"71439",46650,1,1,525
"71440",46651,1,1,360
"71441",46651,1,2,180
"71442",46652,1,1,540
"71443",46653,1,1,100
"71444",46653,1,2,310
"71445",46654,1,1,0
"71446",46654,1,2,0
"71447",46656,1,1,180
"71448",46656,1,2,300
"71449",46656,1,3,150
"71450",46656,1,4,210
"71451",46656,1,5,60
"71452",46657,1,1,60
"71453",46658,1,1,460
"71454",46658,1,2,30
"71455",46658,1,3,90
"71456",46658,1,6,45
"71457",46659,1,1,90
"71458",46659,1,2,0
"71459",46660,1,1,0
"71460",46660,1,2,150
"71461",46660,1,3,30
"71462",46660,1,4,0
"71463",46660,1,5,30
"71464",46661,1,1,360
"71465",46661,1,2,0
"71466",46662,1,1,120
"71467",46662,1,2,50
"71468",46662,1,3,20
"71469",46664,1,1,270
"71470",46664,1,2,60
"71471",46665,1,1,15
"71472",46665,1,2,300
"71473",46665,1,3,60
"71474",46667,1,1,30
"71475",46668,1,1,60
"71476",46668,1,2,180
"71477",46668,1,3,0
"71478",46669,1,1,85
"71479",46669,1,2,270
"71480",46670,1,1,100
"71481",46670,1,2,0
"71482",46674,1,1,0
"71483",46674,1,2,330
"71484",46674,1,3,0
"71485",46676,1,1,0
"71486",46676,1,2,0
"71487",46676,1,3,0
"71488",46677,1,1,0
"71489",46677,1,2,275
"71490",46677,1,3,217
"71491",46677,1,4,0
"71492",46677,1,5,102
"71493",46679,1,1,0
"71494",46680,1,1,240
"71495",46680,1,2,0
"71496",46681,1,1,135
"71497",46683,1,1,345
"71498",46684,1,1,90
"71499",46684,1,2,230
"71500",46684,1,3,20
"71501",46686,1,1,120
"71502",46686,1,2,330
"71503",46687,1,1,30
"71504",46688,1,1,30
"71505",46688,1,2,80
"71506",46689,1,1,80
"71507",46689,1,2,230
"71508",46689,1,3,140
"71509",46689,1,4,0
"71510",46689,1,5,80
"71511",46690,1,1,30
"71512",46690,1,2,150
"71513",46692,1,1,70
"71514",46692,1,2,85
"71515",46694,1,1,420
"71516",46694,1,2,0
"71517",46694,1,3,330
"71518",46694,1,4,60
"71519",46695,1,1,80
"71520",46697,1,1,30
"71521",46697,1,2,300
"71522",46697,1,3,180
"71523",46697,1,4,30
"71524",46698,1,1,20
"71525",46698,1,2,160
"71526",46701,1,1,180
"71527",46703,1,1,120
"71528",46703,1,2,0
"71529",46703,1,3,90
"71530",46706,1,1,90
"71531",46706,1,2,280
"71532",46707,1,1,200
"71533",46708,1,1,120
"71534",46708,1,2,510
"71535",46708,1,3,150
"71536",46709,1,1,390
"71537",46709,1,2,0
"71538",46709,1,3,120
"71539",46709,1,4,0
"71540",46710,1,1,0
"71541",46710,1,2,270
"71542",46710,1,4,150
"71543",46710,1,5,90
"71544",46711,1,1,10
"71545",46711,1,2,90
"71546",46711,1,3,15
"71547",46712,1,1,105
"71548",46713,1,1,60
"71549",46713,1,2,90
"71550",46714,1,1,120
"71551",46714,1,2,450
"71552",46715,1,1,120
"71553",46715,1,2,0
"71554",46715,1,3,120
"71555",46715,1,4,120
"71556",46715,1,5,60
"71557",46716,1,1,720
"71558",46716,1,2,90
"71559",46716,1,3,60
"71560",46716,1,4,0
"71561",46717,1,1,340
"71562",46717,1,2,255
"71563",46718,1,1,270
"71564",46719,1,1,285
"71565",46719,1,2,595
"71566",46719,1,3,140
"71567",46719,1,4,20
"71568",46720,1,1,0
"71569",46720,1,2,270
"71570",46720,1,3,60
"71571",46721,1,1,150
"71572",46723,1,1,330
"71573",46723,1,2,180
"71574",46724,1,1,140
"71575",46724,1,2,320
"71576",46724,1,3,0
"71577",46724,1,4,0
"71578",46725,1,1,50
"71579",46725,1,2,300
"71580",46727,1,1,0
"71581",46727,1,2,600
"71582",46727,1,3,150
"71583",46728,1,1,0
"71584",46728,1,2,480
"71585",46728,1,3,0
"71586",46728,1,4,0
"71587",46728,1,5,0
"71588",46728,1,6,0
"71589",46729,1,1,0
"71590",46729,1,2,185
"71591",46729,1,3,0
"71592",46730,1,1,0
"71593",46730,1,2,125
"71594",46730,1,3,10
"71595",46732,1,1,0
"71596",46732,1,2,120
"71597",46732,1,3,0
"71598",46733,1,1,0
"71599",46733,1,2,360
"71600",46733,1,3,0
"71601",46733,1,4,0
"71602",46734,1,1,570
"71603",46734,1,2,0
"71604",46734,1,3,15
"71605",46734,1,4,0
"71606",46735,1,1,360
"71607",46735,1,2,0
"71608",46735,1,3,120
"71609",46735,1,4,120
"71610",46736,1,1,240
"71611",46737,1,1,0
"71612",46737,1,2,210
"71613",46738,1,1,20
"71614",46738,1,2,120
"71615",46738,1,3,130
"71616",46740,1,1,300
"71617",46741,1,1,480
"71618",46741,1,2,0
"71619",46741,1,3,30
"71620",46744,1,1,130
"71621",46744,1,2,0
"71622",46744,1,3,230
"71623",46744,1,4,30
"71624",46745,1,1,0
"71625",46745,1,2,450
"71626",46745,1,3,10
"71627",46745,1,4,0
"71628",46747,1,1,60
"71629",46747,1,2,240
"71630",46747,1,3,60
"71631",46748,1,1,30
"71632",46748,1,2,210
"71633",46749,1,1,0
"71634",46749,1,2,165
"71635",46750,1,1,35
"71636",46750,1,2,35
"71637",46750,1,3,0
"71638",46750,1,4,0
"71639",46751,1,1,0
"71640",46751,1,2,570
"71641",46753,1,1,0
"71642",46754,1,1,0
"71643",46754,1,2,100
"71644",46754,1,3,40
"71645",46754,2,1,40
"71646",46754,2,2,150
"71647",46755,1,1,285
"71648",46756,1,1,390
"71649",46759,1,1,60
"71650",46759,1,2,310
"71651",46760,1,1,305
"71652",46760,1,2,215
"71653",46760,1,3,20
"71654",46761,1,1,150
"71655",46762,1,1,460
"71656",46762,1,2,0
"71657",46762,1,3,25
"71658",46763,1,1,270
"71659",46763,1,2,60
"71660",46763,1,3,120
"71661",46764,1,1,65
"71662",46765,1,1,435
"71663",46765,1,2,180
"71664",46765,1,3,60
"71665",46767,1,1,330
"71666",46767,1,2,0
"71667",46770,1,1,0
"71668",46770,1,2,0
"71669",46770,1,3,15
"71670",46771,1,1,60
"71671",46771,1,2,405
"71672",46771,1,3,15
"71673",46771,1,4,90
"71674",46772,1,1,0
"71675",46772,1,2,225
"71676",46772,1,3,0
"71677",46773,1,1,0
"71678",46773,1,2,480
"71679",46773,1,3,60
"71680",46773,1,4,60
"71681",46773,1,5,60
"71682",46773,1,6,0
"71683",46774,1,1,0
"71684",46774,1,2,530
"71685",46774,1,3,30
"71686",46774,1,4,30
"71687",46775,1,1,330
"71688",46775,1,2,110
"71689",46776,1,1,0
"71690",46776,1,2,480
"71691",46776,1,3,0
"71692",46776,1,4,0
"71693",46776,1,5,0
"71694",46777,1,1,230
"71695",46779,1,1,165
"71696",46779,1,4,0
"71697",46780,1,1,0
"71698",46780,1,2,240
"71699",46780,1,3,30
"71700",46781,1,1,0
"71701",46781,1,2,275
"71702",46781,1,3,30
"71703",46781,1,4,150
"71704",46783,1,1,260
"71705",46783,1,2,0
"71706",46785,1,1,180
"71707",46788,1,1,150
"71708",46788,1,2,240
"71709",46788,1,3,60
"71710",46788,1,4,0
"71711",46789,1,1,150
"71712",46789,1,2,0
"71713",46790,1,1,365
"71714",46790,1,2,350
"71715",46790,1,3,20
"71716",46791,1,1,90
"71717",46791,1,2,195
"71718",46793,1,1,120
"71719",46793,1,2,150
"71720",46793,1,3,0
"71721",46794,1,1,275
"71722",46794,1,2,0
"71723",46794,1,3,60
"71724",46796,1,1,230
"71725",46796,1,2,50
"71726",46797,1,1,0
"71727",46797,1,2,100
"71728",46797,1,3,0
"71729",46797,1,4,70
"71730",46797,1,5,120
"71731",46798,1,1,120
"71732",46798,1,2,180
"71733",46799,1,1,0
"71734",46799,1,2,170
"71735",46799,1,3,170
"71736",46800,1,1,300
"71737",46800,1,2,0
"71738",46800,1,3,450
"71739",46800,1,5,0
"71740",46802,1,1,55
"71741",46803,1,1,60
"71742",46803,1,2,450
"71743",46803,1,3,120
"71744",46804,1,1,165
"71745",46804,1,2,165
"71746",46804,1,3,60
"71747",46805,1,1,450
"71748",46805,1,2,0
"71749",46805,1,3,40
"71750",46805,1,4,0
"71751",46806,1,1,300
"71752",46806,1,2,0
"71753",46807,1,1,0
"71754",46807,1,2,435
"71755",46807,1,3,0
"71756",46810,1,1,220
"71757",46810,1,2,270
"71758",46811,1,1,0
"71759",46811,1,2,0
"71760",46813,1,1,0
"71761",46813,1,2,360
"71762",46814,1,1,0
"71763",46814,1,2,240
"71764",46820,1,1,200
"71765",46822,1,1,0
"71766",46822,1,2,0
"71767",46822,1,3,0
"71768",46824,1,1,240
"71769",46824,1,2,0
"71770",46824,1,3,0
"71771",46824,1,4,120
"71772",46824,1,5,0
"71773",46827,1,1,340
"71774",46827,1,2,0
"71775",46828,1,1,0
"71776",46828,1,2,200
"71777",46828,1,3,0
"71778",46828,1,4,0
"71779",46828,1,5,0
"71780",46830,1,1,0
"71781",46830,1,2,300
"71782",46830,1,3,60
"71783",46830,1,4,180
"71784",46830,1,5,240
"71785",46831,1,1,0
"71786",46831,1,2,0
"71787",46833,1,1,230
"71788",46834,1,1,390
"71789",46834,1,2,0
"71790",46835,1,1,150
"71791",46835,1,2,0
"71792",46835,1,3,60
"71793",46835,1,4,0
"71794",46835,1,5,240
"71795",46838,1,1,35
"71796",46838,1,2,150
"71797",46839,1,1,0
"71798",46839,1,2,105
"71799",46840,1,1,60
"71800",46840,1,2,180
"71801",46840,1,3,0
"71802",46840,1,4,15
"71803",46841,1,1,150
"71804",46842,1,1,360
"71805",46843,1,1,300
"71806",46845,1,1,0
"71807",46845,1,2,170
"71808",46845,1,3,0
"71809",46846,1,1,470
"71810",46848,1,1,183
"71811",46848,1,2,25
"71812",46848,1,3,25
"71813",46849,1,1,20
"71814",46849,1,2,300
"71815",46849,1,3,80
"71816",46849,1,4,150
"71817",46849,1,5,110
"71818",46850,1,1,160
"71819",46850,1,2,0
"71820",46853,1,1,0
"71821",46853,1,2,210
"71822",46853,1,3,90
"71823",46853,1,4,300
"71824",46854,1,1,0
"71825",46854,1,2,300
"71826",46856,1,1,60
"71827",46856,1,2,540
"71828",46856,1,3,60
"71829",46857,1,1,0
"71830",46859,1,1,250
"71831",46859,1,2,400
"71832",46859,1,3,110
"71833",46859,1,4,40
"71834",46860,1,1,0
"71835",46860,1,2,575
"71836",46860,1,3,0
"71837",46860,1,4,60
"71838",46861,1,1,20
"71839",46861,1,2,120
"71840",46861,1,3,100
"71841",46863,1,1,90
"71842",46863,1,2,120
"71843",46863,1,3,60
"71844",46865,1,1,160
"71845",46865,1,2,260
"71846",46865,1,3,65
"71847",46865,1,4,150
"71848",46866,1,1,360
"71849",46868,1,1,180
"71850",46868,1,2,240
"71851",46868,1,3,180
"71852",46869,1,1,240
"71853",46870,1,1,270
"71854",46870,1,2,30
"71855",46873,1,1,0
"71856",46873,1,2,225
"71857",46873,1,3,20
"71858",46873,1,4,18
"71859",46874,1,1,180
"71860",46874,1,2,360
"71861",46876,1,1,30
"71862",46876,1,2,420
"71863",46876,1,3,330
"71864",46878,1,1,280
"71865",46878,1,2,100
"71866",46878,1,3,150
"71867",46879,1,1,170
"71868",46880,1,1,0
"71869",46880,1,2,200
"71870",46881,1,1,0
"71871",46881,1,2,160
"71872",46882,1,1,210
"71873",46882,1,2,0
"71874",46883,1,1,135
"71875",46884,1,1,60
"71876",46884,1,2,0
"71877",46884,1,3,0
"71878",46886,1,1,0
"71879",46887,1,1,120
"71880",46888,1,1,170
"71881",46889,1,1,0
"71882",46889,1,2,335
"71883",46889,1,3,20
"71884",46890,1,1,230
"71885",46890,1,2,108
"71886",46892,1,1,0
"71887",46892,1,2,300
"71888",46893,1,1,0
"71889",46893,1,2,380
"71890",46893,1,3,0
"71891",46895,1,1,0
"71892",46897,1,1,420
"71893",46897,1,2,120
"71894",46897,1,3,300
"71895",46897,1,4,210
"71896",46899,1,1,0
"71897",46899,1,2,465
"71898",46900,1,1,0
"71899",46900,1,2,195
"71900",46900,1,3,0
"71901",46901,1,1,0
"71902",46901,1,2,540
"71903",46901,1,3,0
"71904",46902,1,1,140
"71905",46904,1,1,0
"71906",46904,1,2,255
"71907",46905,1,1,0
"71908",46905,1,2,390
"71909",46906,1,1,60
"71910",46906,1,2,380
"71911",46906,1,3,50
"71912",46908,1,1,60
"71913",46908,1,2,135
"71914",46909,1,1,100
"71915",46909,1,3,100
"71916",46910,1,1,0
"71917",46910,1,2,220
"71918",46910,1,3,0
"71919",46910,1,4,0
"71920",46910,1,5,0
"71921",46912,1,1,60
"71922",46912,1,2,150
"71923",46912,1,3,0
"71924",46912,1,4,0
"71925",46912,1,5,0
"71926",46913,1,1,240
"71927",46914,1,1,0
"71928",46914,1,2,280
"71929",46915,1,1,260
"71930",46915,1,2,120
"71931",46915,1,3,180
"71932",46916,1,1,180
"71933",46917,1,1,130
"71934",46918,1,1,90
"71935",46918,1,2,60
"71936",46920,1,1,75
"71937",46921,1,1,0
"71938",46921,1,2,240
"71939",46921,1,3,0
"71940",46922,1,1,450
"71941",46923,1,1,60
"71942",46923,1,2,70
"71943",46924,1,1,30
"71944",46924,1,2,150
"71945",46924,1,3,0
"71946",46924,1,4,140
"71947",46926,1,1,120
"71948",46926,1,2,120
"71949",46926,1,3,90
"71950",46926,1,4,90
"71951",46927,1,1,30
"71952",46927,1,2,0
"71953",46928,1,1,30
"71954",46928,1,2,0
"71955",46928,1,3,60
"71956",46928,1,4,180
"71957",46928,1,5,150
"71958",46929,1,1,80
"71959",46929,1,2,0
"71960",46930,1,1,145
"71961",46930,1,2,300
"71962",46930,1,3,45
"71963",46930,1,4,0
"71964",46930,1,5,0
"71965",46930,1,6,325
"71966",46931,1,1,190
"71967",46932,1,1,315
"71968",46933,1,1,190
"71969",46934,1,1,210
"71970",46934,1,2,120
"71971",46935,1,1,270
"71972",46935,1,2,0
"71973",46935,1,3,10
"71974",46939,1,1,20
"71975",46939,1,2,380
"71976",46939,1,3,105
"71977",46939,1,4,35
"71978",46941,1,1,30
"71979",46941,1,2,30
"71980",46941,1,3,75
"71981",46942,1,1,0
"71982",46943,1,1,30
"71983",46943,1,2,460
"71984",46944,1,1,0
"71985",46944,1,2,110
"71986",46945,1,1,440
"71987",46945,1,2,450
"71988",46945,1,3,0
"71989",46945,1,4,60
"71990",46945,1,5,30
"71991",46946,1,1,210
"71992",46946,1,2,270
"71993",46947,1,1,50
"71994",46947,1,2,60
"71995",46947,1,3,0
"71996",46950,1,1,540
"71997",46950,1,2,0
"71998",46953,1,1,90
"71999",46953,1,2,330
"72000",46953,1,3,150
"72001",46957,1,1,120
"72002",46957,1,2,120
"72003",46958,1,1,0
"72004",46958,1,2,380
"72005",46959,1,1,260
"72006",46959,1,2,75
"72007",46961,1,1,140
"72008",46961,1,2,15
"72009",46962,1,1,460
"72010",46962,1,2,0
"72011",46962,1,3,30
"72012",46962,1,4,60
"72013",46964,1,1,300
"72014",46964,1,2,180
"72015",46964,1,3,240
"72016",46966,1,1,60
"72017",46966,1,2,150
"72018",46969,1,1,480
"72019",46969,1,2,180
"72020",46969,1,5,120
"72021",46970,1,1,390
"72022",46970,1,2,150
"72023",46972,1,1,0
"72024",46972,1,2,310
"72025",46972,1,3,130
"72026",46972,1,4,90
"72027",46972,1,5,90
"72028",46974,1,1,120
"72029",46974,1,2,120
"72030",46974,1,3,60
"72031",46974,1,4,0
"72032",46974,1,5,60
"72033",46974,1,6,60
"72034",46975,1,1,60
"72035",46975,1,2,210
"72036",46975,1,3,0
