"","vivienda","hogar","tipo_ocupacion","subsidio","lavadora","secadora","nevera","licuadora","plancha","estufa","horno","lava_platos","aspiradora","automovil","motocicleta","servicio_dom"
"46512",70009,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0
"46513",70010,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"46514",70011,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46515",70012,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46516",70013,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"46517",70014,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46518",70015,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46519",70016,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"46520",70017,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0
"46521",70018,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"46522",70019,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46523",70020,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46524",70021,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46525",70022,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46526",70023,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"46527",70024,1,4,0,1,0,1,1,1,1,0,0,0,0,1,0
"46528",70025,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46529",70026,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0
"46530",70029,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"46531",70030,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46532",70031,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46533",70032,1,3,0,1,0,1,1,1,1,1,0,0,0,1,0
"46534",70033,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46535",70034,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0
"46536",70035,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0
"46537",70036,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
"46538",70037,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46539",70038,1,3,0,0,0,1,1,1,1,1,0,0,0,1,0
"46540",70039,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"46541",70040,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46542",70041,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"46543",70042,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0
"46544",70043,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46545",70044,1,3,0,1,1,1,1,0,1,0,0,0,0,1,0
"46546",70045,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0
"46547",70046,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46548",70047,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
"46549",70048,1,4,1,1,1,1,1,0,1,0,0,0,0,0,0
"46550",70049,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46551",70050,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"46552",70051,1,2,0,1,0,1,1,1,1,1,0,0,0,0,0
"46553",70052,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0
"46554",70054,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46555",70055,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"46556",70056,1,3,0,1,1,1,1,1,1,1,1,1,1,0,1
"46557",70057,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46558",70058,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0
"46559",70059,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"46560",70060,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
"46561",70061,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"46562",70062,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"46563",70065,1,4,1,1,0,1,1,1,1,0,0,0,0,0,0
"46564",70066,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46565",70067,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0
"46566",70068,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0
"46567",70069,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46568",70070,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"46569",70071,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46570",70072,1,5,0,1,0,1,1,1,1,0,0,0,0,0,0
"46571",70073,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0
"46572",70074,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"46573",70075,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46574",70076,1,5,0,1,0,1,1,0,1,0,0,0,0,1,0
"46575",70077,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46576",70078,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46577",70079,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
"46578",70080,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"46579",70081,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46580",70081,2,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"46581",70082,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"46582",70084,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"46583",70085,1,5,0,1,1,1,1,1,1,0,0,0,0,0,0
"46584",70086,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46585",70087,1,3,0,1,1,1,1,1,1,1,0,0,0,0,0
"46586",70088,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
"46587",70089,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"46588",70090,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"46589",70091,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"46590",70092,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46591",70093,1,4,1,1,0,1,1,1,1,0,0,0,0,1,0
"46592",70095,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46593",70096,1,3,0,1,1,1,1,0,1,1,0,0,0,0,0
"46594",70097,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"46595",70098,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"46596",70099,1,5,0,0,0,0,1,0,0,0,0,0,0,1,0
"46597",70100,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"46598",70101,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"46599",70102,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"46600",70103,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46601",70104,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"46602",70105,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"46603",70106,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46604",70108,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46605",70110,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46606",70111,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46607",70112,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0
"46608",70113,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46609",70114,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"46610",70116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"46611",70117,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"46612",70118,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0
"46613",70119,1,3,0,1,0,1,1,0,0,0,0,0,0,0,0
"46614",70120,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1
"46615",70121,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0
"46616",70122,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46617",70123,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46618",70124,1,3,0,1,0,1,1,1,1,0,0,0,1,1,0
"46619",70126,1,5,1,1,0,1,1,0,1,0,0,0,0,1,0
"46620",70127,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"46621",70128,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46622",70129,1,3,1,1,0,1,1,1,1,0,0,0,0,1,0
"46623",70130,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"46624",70131,1,4,0,1,1,1,1,1,1,0,0,0,0,0,0
"46625",70132,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"46626",70134,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46627",70135,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46628",70136,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
"46629",70137,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46630",70138,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46631",70139,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46632",70140,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"46633",70141,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46634",70143,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46635",70144,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0
"46636",70145,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46637",70146,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0
"46638",70147,1,3,0,1,0,1,1,1,1,0,0,0,1,1,0
"46639",70148,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46640",70149,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46641",70150,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0
"46642",70151,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46643",70152,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46644",70153,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46645",70154,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0
"46646",70155,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"46647",70156,1,3,0,1,0,1,1,1,0,1,0,0,0,1,0
"46648",70157,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"46649",70158,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46650",70159,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"46651",70160,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"46652",70161,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"46653",70162,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"46654",70165,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46655",70166,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"46656",70167,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"46657",70169,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46658",70170,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46659",70171,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"46660",70172,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46661",70173,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"46662",70175,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46663",70176,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"46664",70177,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0
"46665",70178,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"46666",70179,1,3,0,0,0,1,0,0,1,0,0,0,0,1,0
"46667",70180,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"46668",70182,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"46669",70183,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46670",70184,1,4,1,0,0,1,1,1,0,0,0,0,0,0,0
"46671",70185,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0
"46672",70186,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46673",70188,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46674",70189,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"46675",70190,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0
"46676",70191,1,4,0,0,0,1,0,0,1,0,0,0,0,1,0
"46677",70192,1,3,0,1,0,1,1,1,1,0,0,1,0,0,0
"46678",70193,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"46679",70194,1,3,0,0,0,1,1,1,1,0,0,0,0,0,1
"46680",70195,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"46681",70196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"46682",70198,1,4,0,1,0,1,1,0,0,0,0,0,0,0,0
"46683",70199,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"46684",70200,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"46685",70202,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46686",70204,1,3,0,0,0,1,1,1,1,1,0,0,0,1,0
"46687",70205,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0
"46688",70206,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
"46689",70207,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0
"46690",70208,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46691",70209,1,4,1,0,0,1,0,0,1,0,0,0,0,0,0
"46692",70211,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0
"46693",70212,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
"46694",70213,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46695",70214,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"46696",70215,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"46697",70216,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46698",70217,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"46699",70218,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46700",70219,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"46701",70220,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46702",70221,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0
"46703",70222,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46704",70223,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46705",70224,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
"46706",70225,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0
"46707",70226,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46708",70227,1,2,0,1,0,1,1,0,1,0,0,0,0,0,0
"46709",70228,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
"46710",70229,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0
"46711",70230,1,5,0,1,0,1,1,1,1,0,0,0,0,1,0
"46712",70231,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46713",70232,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
"46714",70234,1,5,0,0,0,1,1,0,1,0,0,0,0,0,0
"46715",70235,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0
"46716",70236,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0
"46717",70237,1,4,0,0,0,0,1,0,1,0,0,0,0,0,0
"46718",70238,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"46719",70239,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"46720",70241,1,3,0,1,1,1,1,1,1,0,0,0,1,0,0
"46721",70242,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46722",70243,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46723",70244,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46724",70245,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0
"46725",70246,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46726",70247,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0
"46727",70248,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46728",70249,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
"46729",70250,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"46730",70251,1,4,0,1,0,1,1,1,1,1,0,0,1,0,0
"46731",70252,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"46732",70253,1,3,0,0,0,1,1,1,1,1,0,0,0,0,0
"46733",70254,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
"46734",70255,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46735",70256,1,3,0,1,1,1,1,1,1,1,0,0,0,1,0
"46736",70257,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46737",70258,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46738",70259,1,4,0,1,0,0,1,1,1,0,0,0,0,0,0
"46739",70261,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46740",70262,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
"46741",70263,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"46742",70264,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"46743",70265,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46744",70266,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46745",70267,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"46746",70268,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0
"46747",70269,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
"46748",70270,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46749",70271,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46750",70272,1,4,0,0,0,1,1,0,1,0,0,0,0,1,0
"46751",70273,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"46752",70274,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"46753",70275,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46754",70276,1,3,0,0,0,1,1,1,1,0,0,0,0,1,0
"46755",70277,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0
"46756",70278,1,4,0,1,0,1,1,1,1,0,0,0,1,0,0
"46757",70279,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46758",70280,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46759",70281,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0
"46760",70282,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
"46761",70283,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46762",70284,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"46763",70285,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46764",70286,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0
"46765",70287,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"46766",70288,1,3,0,1,0,1,1,1,1,0,0,1,0,0,0
"46767",70289,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"46768",70290,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
"46769",70291,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0
"46770",70292,1,3,1,1,0,1,1,1,1,0,0,0,0,1,0
"46771",70293,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"46772",70294,1,2,0,1,1,1,1,1,1,1,0,0,1,0,0
"46773",70295,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"46774",70296,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"46775",70297,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46776",70299,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"46777",70300,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
"46778",70301,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46779",70302,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0
"46780",70303,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46781",70304,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"46782",70306,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
"46783",70307,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46784",70308,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
"46785",70309,1,3,0,1,1,1,1,1,1,0,0,0,0,0,0
"46786",70310,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0
"46787",70312,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"46788",70313,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"46789",70314,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0
"46790",70315,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0
"46791",70316,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46792",70317,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46793",70319,1,4,1,1,0,1,1,0,1,1,0,0,0,1,0
"46794",70320,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"46795",70321,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0
"46796",70322,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46797",70324,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46798",70325,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46799",70326,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46800",70327,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"46801",70328,1,2,0,1,0,1,1,1,1,1,0,1,0,0,0
"46802",70329,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46803",70330,1,2,0,1,0,1,1,1,1,1,0,0,0,0,1
"46804",70331,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
"46805",70333,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0
"46806",70334,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46807",70335,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46808",70336,1,3,0,1,1,1,1,1,1,0,0,0,0,1,0
"46809",70337,1,4,1,0,0,1,1,1,1,0,0,0,0,0,0
"46810",70338,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0
"46811",70339,1,4,0,0,0,1,1,0,1,0,0,0,0,0,0
"46812",70340,1,3,0,0,0,1,1,0,1,0,0,0,0,1,0
"46813",70341,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"46814",70342,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0
"46815",70343,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"46816",70344,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46817",70345,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"46818",70346,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0
"46819",70347,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
"46820",70348,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46821",70349,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46822",70350,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46823",70351,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46824",70352,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"46825",70353,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0
"46826",70354,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46827",70355,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46828",70356,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"46829",70357,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46830",70359,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"46831",70360,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"46832",70361,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0
"46833",70362,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46834",70363,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"46835",70364,1,4,0,0,0,1,0,0,1,0,0,0,0,0,0
"46836",70365,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"46837",70366,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
"46838",70367,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46839",70368,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0
"46840",70369,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0
"46841",70370,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"46842",70371,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
"46843",70372,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46844",70373,1,4,0,1,0,1,1,1,1,0,0,0,0,0,0
"46845",70374,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"46846",70375,1,4,0,0,0,1,1,1,1,0,0,0,0,0,0
"46847",70376,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0
"46848",70377,1,3,0,1,0,1,1,0,1,0,0,1,0,0,0
"46849",70378,1,3,0,1,1,1,1,1,1,1,0,0,1,0,0
"46850",70379,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0
"46851",70381,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0
"46852",70382,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"46853",70383,1,3,0,1,0,1,1,1,1,0,0,0,0,1,0
"46854",70384,1,3,1,1,0,1,1,0,1,0,0,0,0,0,0
"46855",70385,1,3,0,1,0,1,1,0,1,0,0,0,0,0,0
"46856",70387,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46857",70388,1,5,0,1,0,1,1,1,1,0,0,0,0,1,0
"46858",70389,1,3,0,1,0,1,1,1,1,1,0,0,1,0,0
"46859",70390,1,4,0,1,0,1,1,0,1,0,0,0,0,1,0
"46860",70391,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"46861",70392,1,3,0,0,0,1,1,1,1,0,0,0,0,0,1
"46862",70393,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
"46863",70394,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"46864",70395,1,4,1,0,0,0,1,0,1,0,0,0,0,1,0
"46865",70396,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0
"46866",70397,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"46867",70398,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"46868",70399,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"46869",70400,1,4,1,1,0,1,1,0,1,0,0,0,0,0,0
"46870",70401,1,4,0,0,0,1,1,0,0,0,0,0,0,0,0
"46871",70402,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"46872",70403,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0
"46873",70404,1,4,0,1,0,1,1,0,1,0,0,0,0,0,0
"46874",70405,1,4,0,0,0,1,1,1,0,0,0,0,0,0,0
"46875",70406,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0
"46876",70408,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46877",70409,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0
"46878",70410,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0
"46879",70411,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46880",70412,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
"46881",70413,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
"46882",70414,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0
"46883",70415,1,3,0,1,1,1,1,0,1,0,0,0,0,1,0
"46884",70416,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0
"46885",70417,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0
"46886",70418,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0
"46887",70419,1,3,0,0,0,1,1,1,1,0,0,0,0,0,0
