"","vivienda","hogar","ind","jardin","tiempo_jardin","tiempo_esparcimiento_ninos"
"7060",59869,1,4,0,0,0
"7061",59881,1,4,1,4,0
"7062",59887,1,9,1,0,0
"7063",59891,1,2,0,0,0
"7064",59897,1,5,0,0,0
"7065",59899,1,4,0,0,0
"7066",59902,1,3,1,4,0
"7067",59905,1,3,0,0,0
"7068",59909,1,4,0,0,0
"7069",59909,1,5,0,0,0
"7070",59916,1,3,0,0,0
"7071",59917,1,4,0,0,0
"7072",59922,1,3,0,0,0
"7073",59928,1,3,0,0,0
"7074",59929,1,4,0,0,0
"7075",59929,1,6,0,0,0
"7076",59931,1,4,1,0,0
"7077",59934,1,5,1,0,0
"7078",59952,1,4,0,0,0
"7079",59957,1,2,0,0,0
"7080",59966,1,3,0,0,0
"7081",59974,1,4,1,0,0
"7082",59975,1,3,0,0,0
"7083",59980,1,7,0,0,0
"7084",59982,1,6,0,0,0
"7085",59989,1,4,0,0,0
"7086",60020,1,3,1,0,0
"7087",60034,1,3,0,0,0
"7088",60048,1,3,1,3,0
"7089",60059,1,2,0,0,0
"7090",60067,1,3,0,0,0
"7091",60071,1,3,0,0,0
"7092",60079,1,2,0,0,0
"7093",60083,1,4,0,0,0
"7094",60084,1,4,0,0,0
"7095",60093,1,5,1,0,0
"7096",60103,1,4,0,0,0
"7097",60106,1,7,0,0,0
"7098",60106,1,10,1,0,0
"7099",60117,1,3,0,0,0
"7100",60118,1,4,0,0,0
"7101",60122,1,2,0,0,0
"7102",60126,1,3,0,0,0
"7103",60133,1,3,0,0,0
"7104",60133,1,4,0,0,0
"7105",60155,1,3,0,0,0
"7106",60157,1,6,1,0,0
"7107",60160,1,3,1,1,0
"7108",60168,1,3,0,0,0
"7109",60168,1,5,0,0,0
"7110",60177,1,3,1,0,0
"7111",60177,1,4,0,0,0
"7112",60181,1,3,0,0,0
"7113",60182,1,6,1,0,0
"7114",60188,1,2,0,0,0
"7115",60195,1,3,0,0,0
"7116",60202,1,3,1,0,0
"7117",60205,1,5,0,0,0
"7118",60205,1,6,0,0,0
"7119",60228,1,6,1,0,0
"7120",60237,1,5,0,0,0
"7121",60251,1,8,1,0,0
"7122",60255,1,6,1,0,0
"7123",60261,1,3,0,0,0
"7124",60262,1,2,0,0,0
"7125",60266,1,3,0,0,0
"7126",60269,1,4,0,0,0
"7127",60274,1,6,0,0,0
"7128",60274,1,7,0,0,0
"7129",60276,1,3,0,0,0
"7130",60277,1,5,0,0,0
"7131",60278,1,5,0,0,0
"7132",60278,1,6,1,0,0
"7133",60284,1,6,0,0,0
"7134",60284,1,9,0,0,0
"7135",60293,1,2,0,0,0
"7136",60295,1,3,1,0,0
"7137",60303,1,5,0,0,0
"7138",60304,1,4,0,0,0
"7139",60312,1,4,1,0,0
"7140",60314,1,5,1,0,0
"7141",60318,1,3,0,0,0
"7142",60321,1,3,0,0,0
"7143",60322,1,5,1,0,0
"7144",60328,1,3,0,0,0
"7145",60328,1,4,0,0,0
"7146",60330,1,3,0,0,0
"7147",60330,1,4,0,0,0
"7148",60332,1,6,1,0,0
"7149",60332,1,7,0,0,0
"7150",60334,1,3,0,0,0
"7151",60335,1,3,1,0,0
"7152",60340,1,4,0,0,0
"7153",60341,1,4,1,8,0
"7154",60346,1,2,0,0,0
"7155",60350,1,5,0,0,0
"7156",60351,1,4,0,0,0
"7157",60359,1,4,1,0,0
"7158",60361,1,3,0,0,0
"7159",60363,1,6,0,0,0
"7160",60367,1,5,1,0,0
"7161",60368,1,4,0,0,0
"7162",60373,1,3,1,8,0
"7163",60374,1,3,0,0,0
"7164",60379,1,2,0,0,0
"7165",60381,1,3,0,0,0
"7166",60406,1,4,0,0,0
"7167",60411,1,3,0,0,0
"7168",60411,1,4,0,0,0
"7169",60416,1,3,0,0,0
"7170",60434,1,4,0,0,0
"7171",60453,1,3,0,0,0
"7172",60470,1,5,1,0,0
"7173",60470,1,9,1,0,0
"7174",60473,1,7,0,0,0
"7175",60474,1,3,0,0,0
"7176",60487,1,3,1,0,0
"7177",60490,1,4,1,0,0
"7178",60492,1,3,0,0,0
"7179",60494,1,5,0,0,0
"7180",60495,1,3,0,0,0
"7181",60505,1,3,1,5,0
"7182",60537,1,6,1,0,0
"7183",60549,1,4,0,0,0
"7184",60554,1,4,0,0,0
"7185",60560,1,5,0,0,0
"7186",60566,1,4,0,0,0
"7187",60567,1,4,1,0,0
"7188",60567,1,5,0,0,0
"7189",60570,1,7,0,0,0
"7190",60571,2,4,0,0,0
"7191",60575,1,4,0,0,0
"7192",60590,1,3,0,0,0
"7193",60594,1,7,0,0,0
"7194",60594,1,8,0,0,0
"7195",60606,1,2,0,0,0
"7196",60608,1,4,1,0,0
"7197",60611,1,2,0,0,0
"7198",60616,1,3,0,0,0
"7199",60622,1,5,0,0,0
"7200",60643,1,3,0,0,0
"7201",60645,1,4,0,0,0
"7202",60647,1,3,0,0,0
"7203",60648,1,7,0,0,0
"7204",60650,1,3,1,0,0
"7205",60671,1,4,1,0,0
"7206",60673,1,2,0,0,0
"7207",60673,1,5,0,0,0
"7208",60674,1,5,0,0,0
"7209",60676,1,2,0,0,0
"7210",60685,1,4,1,0,0
"7211",60688,1,3,0,0,0
"7212",60693,1,2,1,0,0
"7213",60693,1,3,0,0,0
"7214",60698,1,7,0,0,0
"7215",60717,1,3,0,0,0
"7216",60731,1,4,1,0,0
"7217",60732,1,6,0,0,0
"7218",60763,1,4,0,0,0
"7219",60829,1,3,0,0,0
"7220",60830,1,3,0,0,0
"7221",60832,1,5,0,0,0
"7222",60841,2,2,1,0,0
"7223",60862,1,3,0,0,0
"7224",60863,1,4,0,0,0
"7225",60881,1,3,0,0,0
"7226",60886,1,4,0,0,0
"7227",60892,1,3,0,0,0
"7228",60895,1,3,1,0,0
"7229",60898,1,3,0,0,0
"7230",60914,1,3,0,0,0
"7231",60916,1,3,0,0,0
"7232",60919,1,2,0,0,0
"7233",60922,1,3,0,0,0
"7234",60929,2,5,1,0,0
"7235",60937,1,4,1,0,0
"7236",60943,1,3,0,0,0
"7237",60946,1,5,1,2,0
"7238",60957,1,3,0,0,0
"7239",60962,1,4,0,0,0
"7240",60968,1,5,0,0,0
"7241",60971,1,3,0,0,0
"7242",60977,1,7,1,0,0
"7243",60982,1,3,0,0,0
"7244",60986,1,3,1,4,0
"7245",60997,1,4,1,6,0
"7246",61008,1,6,0,0,0
"7247",61010,1,5,0,0,0
"7248",61016,1,2,1,0,0
"7249",61016,1,3,0,0,0
"7250",61030,1,5,1,0,0
"7251",61033,1,3,0,0,0
"7252",61035,1,4,1,1,0
"7253",61038,1,4,0,0,0
"7254",61044,1,5,1,0,0
"7255",61051,1,3,1,4,0
"7256",61054,1,3,0,0,0
"7257",61065,1,4,0,0,0
"7258",61065,1,5,0,0,0
"7259",61071,1,5,0,0,0
"7260",61073,1,4,0,0,0
"7261",61089,1,6,0,0,0
"7262",61098,1,4,0,0,0
"7263",61109,1,2,0,0,0
"7264",61109,1,3,0,0,0
"7265",61122,1,3,0,0,0
"7266",61127,2,3,0,0,0
"7267",61127,2,4,0,0,0
"7268",61134,1,5,0,0,0
"7269",61137,1,4,0,0,0
"7270",61140,1,4,0,0,0
"7271",61148,1,4,0,0,0
"7272",61151,1,2,1,0,0
"7273",61197,1,2,0,0,0
"7274",61202,1,4,0,0,0
"7275",61212,1,3,0,0,0
"7276",61216,1,4,0,0,0
"7277",61238,1,4,0,0,0
"7278",61249,1,5,0,0,0
"7279",61251,1,4,0,0,0
"7280",61259,1,4,0,0,0
"7281",61273,1,3,0,0,0
"7282",61275,2,3,0,0,0
"7283",61283,1,3,0,0,0
"7284",61283,1,4,0,0,0
"7285",61286,1,5,0,0,0
"7286",61289,1,6,1,0,0
"7287",61291,1,4,0,0,0
"7288",61297,1,6,1,0,0
"7289",61300,1,5,0,0,0
"7290",61301,1,2,1,0,0
"7291",61306,1,4,1,5,0
"7292",61309,1,6,0,0,0
"7293",61310,1,4,0,0,0
"7294",61314,1,4,0,0,0
"7295",61319,1,6,0,0,0
"7296",61324,1,5,0,0,0
"7297",61327,1,2,0,0,0
"7298",61338,1,4,1,0,0
"7299",61343,1,4,1,0,24
"7300",61349,1,4,0,0,53
"7301",61352,1,5,0,0,0
"7302",61363,1,5,0,0,0
"7303",61366,1,4,1,5,0
"7304",61370,1,7,0,0,0
"7305",61371,1,5,1,0,0
"7306",61377,1,5,0,0,0
"7307",61377,1,6,0,0,0
"7308",61386,1,4,0,0,0
"7309",61418,1,4,0,0,0
"7310",61426,1,5,1,0,0
"7311",61429,1,3,0,0,0
"7312",61429,1,4,0,0,0
"7313",61437,1,3,0,0,0
"7314",61437,1,4,0,0,0
"7315",61439,1,5,1,0,0
"7316",61439,1,6,0,0,0
"7317",61463,1,4,0,0,0
"7318",61472,1,3,1,6,0
"7319",61483,1,4,1,0,0
"7320",61488,1,3,0,0,0
"7321",61489,1,3,1,8,0
"7322",61490,1,3,0,0,0
"7323",61490,1,4,0,0,0
"7324",61498,1,3,0,0,0
"7325",61498,1,4,0,0,0
"7326",61503,1,6,1,0,0
"7327",61505,1,4,0,0,0
"7328",61520,1,4,0,0,0
"7329",61521,1,8,0,0,0
"7330",61525,1,3,0,0,0
"7331",61550,1,7,0,0,0
"7332",61554,1,3,1,0,0
"7333",61554,1,4,0,0,0
"7334",61558,1,4,0,0,0
"7335",61572,1,4,0,0,0
"7336",61574,1,7,0,0,0
"7337",61585,1,4,0,0,0
"7338",61586,1,3,1,0,0
"7339",61594,1,4,0,0,0
"7340",61603,1,4,0,0,0
"7341",61603,1,5,0,0,0
"7342",61613,1,3,0,0,0
"7343",61618,1,8,0,0,0
"7344",61624,1,2,1,0,0
"7345",61627,1,4,1,0,0
"7346",61630,1,4,0,0,0
"7347",61635,1,4,0,0,0
"7348",61638,1,6,0,0,0
"7349",61653,1,5,1,0,0
"7350",61654,1,3,0,0,0
"7351",61659,1,4,0,0,0
"7352",61659,1,5,0,0,0
"7353",61669,2,3,1,0,0
"7354",61689,1,4,1,0,0
"7355",61692,1,4,0,0,0
"7356",61697,1,5,0,0,0
"7357",61697,1,6,0,0,0
"7358",61708,1,4,0,0,0
"7359",61716,1,3,0,0,0
"7360",61734,1,5,0,0,0
"7361",61734,1,6,0,0,0
"7362",61738,1,4,0,0,0
"7363",61741,1,6,0,0,0
"7364",61748,1,3,0,0,0
"7365",61758,1,5,1,0,0
"7366",61766,2,2,0,0,0
"7367",61771,1,5,0,0,0
"7368",61777,1,3,1,0,0
"7369",61780,1,4,1,0,0
"7370",61787,1,4,1,0,0
"7371",61789,1,3,0,0,0
"7372",61790,1,8,0,0,0
"7373",61793,1,7,0,0,0
"7374",61811,1,3,0,0,0
"7375",61811,1,4,0,0,0
"7376",61812,2,3,0,0,0
"7377",61813,1,5,0,0,0
"7378",61821,1,6,0,0,0
"7379",61833,1,4,0,0,0
"7380",61835,1,5,0,0,0
"7381",61848,1,3,1,0,0
"7382",61857,1,6,0,0,0
"7383",61867,1,3,1,0,0
"7384",61867,1,4,0,0,0
"7385",61903,1,3,1,0,0
"7386",61912,1,3,0,0,0
"7387",61916,1,4,0,0,0
"7388",61937,1,4,0,0,0
"7389",61943,1,5,0,0,0
"7390",61948,1,3,0,0,0
"7391",61953,1,3,0,0,0
"7392",61955,1,7,0,0,0
"7393",61958,1,3,0,0,84
"7394",61973,1,5,0,0,0
"7395",61987,1,3,0,0,0
"7396",61992,1,2,1,2,0
"7397",62013,1,5,1,0,0
"7398",62013,1,6,0,0,0
"7399",62017,1,7,0,0,0
"7400",62028,1,4,0,0,0
"7401",62029,1,3,0,0,0
"7402",62093,1,4,1,0,0
"7403",62101,1,4,1,0,0
"7404",62102,1,4,0,0,0
"7405",62104,1,5,1,0,0
"7406",62136,1,3,0,0,0
"7407",62143,1,3,0,0,0
"7408",62145,1,2,0,0,0
"7409",62150,1,3,0,0,0
"7410",62151,1,4,1,0,0
"7411",62153,1,5,0,0,0
"7412",62154,1,4,0,0,0
"7413",62158,1,4,0,0,0
"7414",62162,1,3,0,0,0
"7415",62187,1,4,0,0,0
"7416",62194,1,3,1,0,0
"7417",62195,1,5,1,6,0
"7418",62199,1,4,1,0,0
"7419",62200,1,5,1,0,0
"7420",62220,1,3,0,0,0
"7421",62226,1,3,0,0,0
"7422",62238,1,5,0,0,0
"7423",62245,1,7,0,0,0
"7424",62252,1,4,0,0,0
"7425",62261,1,5,0,0,0
"7426",62264,1,4,0,0,0
"7427",62265,1,4,0,0,0
"7428",62265,1,6,0,0,0
"7429",62268,1,6,0,0,0
"7430",62275,1,6,0,0,0
"7431",62280,1,4,1,5,0
"7432",62282,1,4,0,0,0
"7433",62294,1,3,1,0,0
"7434",62302,1,3,0,0,0
"7435",62306,1,3,1,0,0
"7436",62306,1,4,1,0,0
"7437",62306,1,5,0,0,0
"7438",62320,1,3,0,0,0
"7439",62326,1,3,1,0,0
"7440",62326,1,4,1,0,0
"7441",62329,1,4,0,0,0
"7442",62331,1,4,1,0,0
"7443",62332,1,3,0,0,0
"7444",62336,1,4,0,0,0
"7445",62350,1,7,0,0,0
"7446",62352,1,7,0,0,0
"7447",62353,1,5,0,0,0
"7448",62354,1,2,0,0,0
"7449",62361,1,4,0,0,0
"7450",62375,1,2,0,0,0
"7451",62386,1,5,0,0,0
"7452",62392,1,3,1,4,0
"7453",62397,1,5,0,0,0
"7454",62398,1,3,0,0,0
"7455",62399,1,3,0,0,0
"7456",62401,1,3,0,0,0
"7457",62447,1,3,0,0,0
"7458",62452,1,6,0,0,0
"7459",62458,1,3,0,0,0
"7460",62459,1,3,0,0,0
"7461",62459,1,4,1,0,0
"7462",62465,1,5,0,0,0
"7463",62471,1,4,1,0,0
"7464",62493,1,8,0,0,0
"7465",62516,1,3,0,0,0
"7466",62527,1,3,0,0,0
"7467",62527,1,4,0,0,0
"7468",62546,1,3,0,0,0
"7469",62551,1,4,0,0,0
"7470",62551,1,6,1,0,0
"7471",62554,1,4,0,0,0
"7472",62556,1,3,0,0,0
"7473",62556,1,7,0,0,0
"7474",62557,1,4,0,0,0
"7475",62558,1,4,0,0,0
"7476",62566,1,2,0,0,0
"7477",62566,1,3,0,0,0
"7478",62586,1,3,0,0,0
"7479",62588,1,3,1,0,0
"7480",62588,1,4,0,0,0
"7481",62594,1,5,0,0,0
"7482",62597,1,4,0,0,0
"7483",62606,1,4,1,0,0
"7484",62619,1,4,0,0,0
"7485",62624,1,3,0,0,0
"7486",62626,1,4,0,0,0
"7487",62628,1,5,0,0,0
"7488",62637,1,3,0,0,0
"7489",62640,1,3,0,0,0
"7490",62644,1,3,1,0,0
"7491",62646,1,4,0,0,0
"7492",62647,1,4,0,0,0
"7493",62651,1,3,1,0,0
"7494",62654,1,4,0,0,0
"7495",62670,1,3,0,0,0
"7496",62676,1,4,1,0,0
"7497",62681,1,3,1,0,0
"7498",62701,1,7,1,0,0
"7499",62709,1,5,0,0,0
"7500",62710,1,3,0,0,0
"7501",62714,1,4,0,0,0
"7502",62728,1,2,0,0,0
"7503",62729,1,3,0,0,0
"7504",62736,1,3,1,6,0
"7505",62745,1,7,0,0,0
"7506",62755,1,4,0,0,0
"7507",62763,2,5,1,0,0
"7508",62769,1,3,0,0,0
"7509",62770,1,7,0,0,0
"7510",62770,1,10,1,0,0
"7511",62791,1,2,0,0,0
"7512",62794,1,4,0,0,0
"7513",62799,1,3,0,0,0
"7514",62807,1,7,0,0,0
"7515",62807,1,9,0,0,0
"7516",62816,1,7,0,0,0
"7517",62821,1,3,0,0,0
"7518",62824,1,4,1,0,0
"7519",62828,1,5,0,0,0
"7520",62837,1,5,1,0,0
"7521",62841,1,5,0,0,0
"7522",62854,1,4,0,0,0
"7523",62861,1,5,1,0,0
"7524",62872,1,5,1,6,0
"7525",62883,1,4,0,0,0
"7526",62889,1,3,0,0,0
"7527",62892,1,3,0,0,0
"7528",62894,1,4,0,0,0
"7529",62906,1,3,0,0,0
"7530",62906,1,5,1,0,0
"7531",62906,1,7,0,0,0
"7532",62907,1,3,0,0,0
"7533",62910,1,3,1,0,0
"7534",62912,1,4,0,0,0
"7535",62920,1,3,0,0,0
"7536",62923,1,4,0,0,0
"7537",62939,1,3,1,6,0
"7538",62941,1,4,1,0,0
"7539",62960,1,5,0,0,0
"7540",62961,1,3,0,0,0
"7541",62965,1,4,1,0,0
"7542",62994,1,2,0,0,0
"7543",62997,1,5,0,0,0
"7544",63026,1,6,0,0,0
"7545",63030,1,3,1,0,0
"7546",63035,1,4,1,0,0
"7547",63043,1,4,0,0,0
"7548",63056,1,7,0,0,0
"7549",63057,1,3,1,0,0
"7550",63068,1,4,0,0,0
"7551",63073,1,5,0,0,0
"7552",63077,1,2,1,0,0
"7553",63092,1,4,1,0,0
"7554",63098,1,5,0,0,0
"7555",63117,1,3,0,0,0
"7556",63123,1,4,0,0,0
"7557",63141,1,4,1,0,0
"7558",63142,1,6,0,0,0
"7559",63185,1,5,0,0,0
"7560",63209,1,4,0,0,0
"7561",63223,1,3,1,0,0
"7562",63226,1,4,0,0,141
"7563",63234,1,3,1,0,0
"7564",63241,1,2,1,0,0
"7565",63241,1,3,0,0,0
"7566",63241,1,4,0,0,0
"7567",63279,1,3,1,0,0
"7568",63285,1,5,0,0,0
"7569",63295,1,8,1,4,0
"7570",63296,1,5,1,0,0
"7571",63356,1,4,1,0,0
"7572",63357,1,3,0,0,0
"7573",63359,1,6,0,0,0
"7574",63363,1,3,0,0,0
"7575",63364,1,4,1,4,0
"7576",63366,1,5,0,0,0
"7577",63373,1,3,1,1,0
"7578",63393,1,3,1,0,0
"7579",63393,1,4,0,0,0
"7580",63396,1,4,1,0,0
"7581",63402,1,3,0,0,0
"7582",63412,1,4,1,0,0
"7583",63412,2,2,0,0,0
"7584",63416,1,4,0,0,0
"7585",63423,1,4,0,0,0
"7586",63430,1,3,0,0,0
"7587",63433,1,5,1,0,0
"7588",63435,1,3,1,0,0
"7589",63437,1,5,1,0,0
"7590",63441,1,4,0,0,0
"7591",63470,1,3,1,0,0
"7592",63470,1,4,1,0,0
"7593",63485,1,3,0,0,0
"7594",63489,1,9,1,0,0
"7595",63499,1,5,0,0,0
"7596",63507,1,3,1,0,0
"7597",63532,1,3,0,0,0
"7598",63536,1,4,0,0,0
"7599",63556,1,3,0,0,0
"7600",63559,1,6,0,0,0
"7601",63565,1,5,0,0,0
"7602",63575,1,4,1,0,0
"7603",63577,1,5,0,0,0
"7604",63577,1,6,0,0,0
"7605",63596,1,3,0,0,0
"7606",63598,1,4,0,0,0
"7607",63605,1,3,0,0,0
"7608",63607,1,8,0,0,0
"7609",63607,1,9,0,0,0
"7610",63610,1,3,1,0,0
"7611",63619,1,3,0,0,0
"7612",63652,1,5,1,0,0
"7613",63654,1,5,1,0,0
"7614",63664,1,5,0,0,0
"7615",63675,1,3,0,0,0
"7616",63686,1,4,0,0,0
"7617",63686,1,6,1,0,0
"7618",63686,1,7,1,0,0
"7619",63688,1,6,0,0,0
"7620",63697,1,5,0,0,0
"7621",63701,1,5,0,0,0
"7622",63706,1,3,0,0,0
"7623",63710,1,6,1,0,0
"7624",63729,1,3,0,0,0
"7625",63732,1,4,0,0,0
"7626",63741,1,3,0,0,0
"7627",63742,1,8,0,0,0
"7628",63744,1,5,1,6,0
"7629",63748,1,4,0,0,0
"7630",63754,1,4,0,0,0
"7631",63756,1,3,0,0,0
"7632",63757,1,5,0,0,0
"7633",63760,1,3,0,0,0
"7634",63761,1,3,1,0,0
"7635",63764,1,5,0,0,0
"7636",63766,1,2,0,0,0
"7637",63781,1,2,1,0,0
"7638",63788,1,3,0,0,0
"7639",63803,1,4,1,0,0
"7640",63808,1,4,0,0,0
"7641",63813,1,2,0,0,0
"7642",63827,1,4,0,0,0
"7643",63834,1,2,0,0,0
"7644",63867,1,5,1,0,0
"7645",63867,1,6,1,0,0
"7646",63869,1,4,1,0,0
"7647",63880,1,6,0,0,0
"7648",63883,1,4,0,0,0
"7649",63883,1,5,0,0,0
"7650",63887,1,5,1,0,0
"7651",63908,1,3,0,0,0
"7652",63908,1,4,0,0,0
"7653",63908,1,5,0,0,0
"7654",63909,1,7,0,0,0
"7655",63909,1,8,0,0,0
"7656",63914,1,4,0,0,0
"7657",63925,1,9,1,0,0
"7658",63928,1,3,0,0,0
"7659",63935,1,3,1,2,0
"7660",63939,1,4,0,0,0
"7661",63945,1,5,1,0,0
"7662",63945,1,6,0,0,0
"7663",63945,1,9,0,0,0
"7664",63945,1,10,0,0,0
"7665",63955,1,3,1,0,0
"7666",63955,1,4,0,0,0
"7667",63956,1,3,0,0,0
"7668",63960,1,4,0,0,0
"7669",63985,1,6,0,0,0
"7670",63986,1,3,0,0,0
"7671",63998,1,5,0,0,0
"7672",64009,1,3,1,0,0
"7673",64017,1,2,0,0,0
"7674",64023,1,6,0,0,0
"7675",64024,1,4,1,0,0
"7676",64027,1,4,0,0,0
"7677",64046,1,4,0,0,0
"7678",64060,1,3,0,0,0
"7679",64065,1,5,1,0,0
"7680",64065,1,6,1,0,0
"7681",64066,1,4,1,7,0
"7682",64068,1,5,0,0,0
"7683",64068,1,6,0,0,0
"7684",64069,1,4,0,0,0
"7685",64070,1,4,0,0,0
"7686",64092,1,2,1,8,0
"7687",64104,1,3,0,0,0
"7688",64107,1,4,0,0,0
"7689",64115,1,4,0,0,0
"7690",64116,1,3,0,0,0
"7691",64130,1,8,0,0,0
"7692",64136,1,6,0,0,0
"7693",64138,1,4,0,0,0
"7694",64141,1,4,1,6,0
"7695",64142,1,5,0,0,0
"7696",64142,1,6,0,0,0
"7697",64143,1,3,0,0,0
"7698",64152,1,3,1,0,0
"7699",64152,1,4,1,0,0
"7700",64158,1,2,1,0,0
"7701",64161,1,3,1,0,0
"7702",64163,1,3,1,0,0
"7703",64166,1,3,1,0,0
"7704",64170,1,4,0,0,0
"7705",64188,1,4,1,0,0
"7706",64188,1,5,1,0,0
"7707",64194,1,6,1,0,0
"7708",64195,1,3,1,0,0
"7709",64195,1,5,1,0,0
"7710",64197,1,4,0,0,0
"7711",64204,1,6,0,0,0
"7712",64205,1,3,0,0,0
"7713",64210,1,6,0,0,0
"7714",64211,1,4,1,8,0
"7715",64211,1,5,0,0,0
"7716",64214,1,4,1,0,0
"7717",64216,1,4,0,0,0
"7718",64220,1,7,0,0,0
"7719",64226,1,4,0,0,0
"7720",64232,1,4,1,0,0
"7721",64233,1,3,0,0,0
"7722",64235,1,3,1,0,22
"7723",64241,1,7,0,0,0
"7724",64245,1,3,0,0,0
"7725",64255,1,2,1,0,0
"7726",64255,1,5,1,0,0
"7727",64259,1,3,0,0,0
"7728",64268,1,3,0,0,0
"7729",64278,1,5,0,0,0
"7730",64293,1,4,1,0,0
"7731",64294,1,4,0,0,0
"7732",64295,1,3,0,0,0
"7733",64297,1,4,0,0,0
"7734",64297,1,5,0,0,0
"7735",64312,1,3,1,8,0
"7736",64313,1,4,1,0,24
"7737",64313,1,5,1,0,24
"7738",64316,1,3,0,0,0
"7739",64316,1,4,0,0,0
"7740",64319,1,4,0,0,0
"7741",64331,1,5,0,0,0
"7742",64339,1,3,1,0,0
"7743",64350,1,3,0,0,0
"7744",64351,1,5,1,0,0
"7745",64352,1,4,0,0,0
"7746",64355,1,5,0,0,0
"7747",64360,1,5,0,0,0
"7748",64361,1,7,0,0,0
"7749",64364,1,3,0,0,0
"7750",64377,1,5,1,0,0
"7751",64384,1,3,0,0,0
"7752",64387,1,4,0,0,85
"7753",64396,1,3,0,0,0
"7754",64397,1,3,0,0,0
"7755",64398,1,4,0,0,0
"7756",64411,1,4,0,0,0
"7757",64412,1,3,0,0,0
"7758",64413,1,3,0,0,0
"7759",64421,1,3,0,0,0
"7760",64433,1,5,0,0,0
"7761",64445,1,2,1,0,0
"7762",64449,1,4,0,0,0
"7763",64458,1,4,0,0,0
"7764",64461,1,7,1,0,0
"7765",64471,1,3,1,0,0
"7766",64479,1,3,0,0,0
"7767",64481,1,4,1,0,0
"7768",64489,1,4,1,0,0
"7769",64489,1,5,0,0,0
"7770",64493,1,3,0,0,0
"7771",64500,1,4,0,0,0
"7772",64501,1,4,0,0,0
"7773",64513,1,3,0,0,0
"7774",64523,1,7,0,0,0
"7775",64530,1,4,0,0,0
"7776",64535,1,3,1,0,0
"7777",64535,1,4,0,0,0
"7778",64537,1,3,1,0,0
"7779",64541,1,8,0,0,0
"7780",64544,1,4,0,0,0
"7781",64552,1,3,0,0,0
"7782",64559,1,5,1,0,0
"7783",64560,1,5,1,0,0
"7784",64572,1,3,0,0,0
"7785",64572,1,7,0,0,0
"7786",64576,1,4,0,0,0
"7787",64580,1,3,0,0,0
"7788",64583,1,4,1,0,0
"7789",64592,1,3,0,0,0
"7790",64599,1,4,1,0,0
"7791",64599,1,5,0,0,0
"7792",64619,1,5,1,0,0
"7793",64619,1,6,0,0,0
"7794",64620,1,3,0,0,0
"7795",64625,1,5,1,0,0
"7796",64631,1,3,0,0,0
"7797",64654,1,4,0,0,0
"7798",64662,1,3,1,0,0
"7799",64665,1,5,0,0,0
"7800",64668,1,4,0,0,0
"7801",64677,1,3,0,0,0
"7802",64679,1,4,0,0,0
"7803",64719,1,3,0,0,0
"7804",64726,1,3,1,0,0
"7805",64726,1,4,1,0,0
"7806",64729,1,2,0,0,0
"7807",64730,1,5,1,5,0
"7808",64732,1,4,0,0,0
"7809",64739,1,7,0,0,0
"7810",64749,1,7,1,0,0
"7811",64754,1,3,0,0,0
"7812",64764,1,4,0,0,0
"7813",64767,1,4,0,0,0
"7814",64783,1,3,0,0,0
"7815",64789,1,5,0,0,0
"7816",64794,1,3,1,0,0
"7817",64801,1,3,0,0,0
"7818",64803,1,5,1,0,0
"7819",64808,1,4,0,0,0
"7820",64809,1,3,0,0,0
"7821",64809,1,4,0,0,0
"7822",64810,1,3,1,0,0
"7823",64817,1,3,0,0,0
"7824",64826,1,4,1,0,0
"7825",64829,1,3,0,0,0
"7826",64848,1,3,0,0,0
"7827",64851,1,3,0,0,0
"7828",64856,1,3,1,0,0
"7829",64857,1,4,0,0,0
"7830",64872,1,4,0,0,0
"7831",64873,1,3,1,0,0
"7832",64877,1,5,0,0,0
"7833",64879,1,6,0,0,0
"7834",64881,1,4,0,0,0
"7835",64889,1,5,1,0,0
"7836",64898,1,3,1,0,0
"7837",64907,1,3,1,0,0
"7838",64914,1,5,0,0,0
"7839",64916,1,7,1,0,0
"7840",64916,1,8,0,0,0
"7841",64918,1,3,0,0,0
"7842",64921,1,5,0,0,0
"7843",64951,1,3,0,0,0
"7844",64958,1,4,1,0,0
"7845",64961,1,8,1,0,0
"7846",64962,1,4,0,0,0
"7847",64963,1,3,1,0,0
"7848",64964,1,4,0,0,24
"7849",64983,1,3,0,0,0
"7850",64985,1,3,1,0,0
"7851",64985,1,4,1,0,0
"7852",64993,1,3,1,0,0
"7853",65029,1,3,0,0,0
"7854",65032,1,3,1,7,0
"7855",65039,1,5,0,0,0
"7856",65041,1,3,0,0,0
"7857",65071,1,3,0,0,0
"7858",65077,1,5,0,0,0
"7859",65077,1,6,1,0,0
"7860",65090,1,5,0,0,0
"7861",65099,1,8,0,0,0
"7862",65099,1,9,0,0,0
"7863",65108,1,3,0,0,0
"7864",65124,1,4,0,0,0
"7865",65132,1,3,1,0,0
"7866",65143,1,3,0,0,0
"7867",65148,1,5,0,0,0
"7868",65151,1,4,0,0,0
"7869",65160,1,4,0,0,0
"7870",65168,1,3,0,0,0
"7871",65168,1,4,0,0,0
"7872",65177,1,3,1,0,0
"7873",65177,1,4,0,0,0
"7874",65178,1,4,1,3,0
"7875",65191,1,5,1,0,0
"7876",65191,1,6,1,0,0
"7877",65199,1,3,0,0,0
"7878",65199,1,4,0,0,0
"7879",65219,1,4,1,7,0
