"","vivienda","tipo_vivienda","electricidad","acueducto","alcantarillado","recoleccion_basuras","internet","gas","mes_ref","dia_ref","cabecera","region"
"7751",14373,2,1,1,1,1,0,0,11,6,1,4
"7752",14374,1,1,0,0,0,1,0,11,6,0,4
"7753",14375,2,1,1,1,1,1,1,11,5,1,5
"7754",14376,1,1,1,0,1,1,0,11,6,1,4
"7755",14377,1,1,1,0,1,1,0,11,4,1,4
"7756",14379,2,1,1,1,1,0,1,11,4,1,5
"7757",14381,2,1,1,1,1,0,0,11,7,0,3
"7758",14382,3,1,1,0,1,0,0,11,7,1,4
"7759",14383,1,1,1,0,0,0,0,11,2,0,4
"7760",14384,1,1,1,1,1,1,1,11,4,1,3
"7761",14385,1,1,1,1,1,0,0,11,6,1,3
"7762",14386,1,1,1,1,1,1,1,11,6,1,3
"7763",14387,2,1,1,1,1,1,0,11,7,1,2
"7764",14388,1,1,1,0,0,0,0,11,4,0,4
"7765",14389,1,1,1,1,1,1,1,11,3,1,3
"7766",14390,2,1,1,1,1,1,1,11,6,1,5
"7767",14391,1,1,1,1,1,1,1,11,7,1,1
"7768",14392,2,1,1,1,1,1,1,11,4,1,5
"7769",14393,2,1,1,1,1,0,1,11,4,0,2
"7770",14394,1,1,1,1,1,0,1,11,6,1,4
"7771",14395,1,1,0,0,0,0,1,11,4,0,1
"7772",14397,2,1,1,1,1,1,1,11,6,1,2
"7773",14398,1,1,1,1,0,0,1,11,7,0,3
"7774",14400,1,1,1,0,0,0,0,11,6,0,4
"7775",14401,1,1,1,1,1,0,1,11,6,1,4
"7776",14403,1,1,1,1,1,1,0,11,4,0,4
"7777",14404,1,1,1,1,1,1,1,11,6,1,2
"7778",14407,1,1,1,1,0,1,1,11,7,0,3
"7779",14408,1,1,0,0,0,0,0,11,4,0,2
"7780",14409,1,1,1,1,1,0,1,11,4,1,1
"7781",14410,1,1,1,0,0,0,1,11,6,0,3
"7782",14411,3,1,1,1,1,0,1,11,7,1,5
"7783",14413,2,1,1,1,1,0,1,11,4,1,2
"7784",14414,1,1,1,1,1,0,0,11,6,0,4
"7785",14415,1,1,1,1,0,0,1,11,7,0,3
"7786",14416,1,1,1,1,1,1,1,11,6,1,3
"7787",14418,1,1,1,1,0,0,1,11,7,0,3
"7788",14419,1,1,1,0,0,0,0,11,4,0,2
"7789",14420,1,1,0,0,0,0,0,11,6,0,3
"7790",14421,1,1,1,1,1,1,1,11,1,1,5
"7791",14422,2,1,1,1,1,0,1,11,4,1,2
"7792",14423,2,1,1,1,1,1,0,11,6,1,4
"7793",14424,1,1,1,1,1,1,1,11,6,1,1
"7794",14425,2,1,1,1,1,1,1,11,4,1,2
"7795",14426,2,1,1,1,1,1,0,11,7,1,2
"7796",14427,1,1,0,0,0,0,0,11,4,0,2
"7797",14428,1,1,1,1,1,1,1,11,6,1,1
"7798",14429,2,1,1,1,1,1,1,11,4,1,2
"7799",14430,2,1,1,1,1,1,1,11,7,1,5
"7800",14431,1,1,0,0,0,1,0,11,4,0,4
"7801",14432,1,1,0,0,0,0,0,11,6,0,2
"7802",14434,1,1,0,0,0,0,0,11,4,0,1
"7803",14435,1,1,1,1,1,1,1,11,3,1,2
"7804",14436,2,1,1,1,1,1,0,11,7,1,4
"7805",14437,1,1,1,1,1,1,1,11,5,1,3
"7806",14438,2,1,1,1,1,1,1,11,5,1,2
"7807",14442,2,1,1,1,1,1,1,11,7,1,4
"7808",14443,2,1,1,1,1,1,0,11,4,1,1
"7809",14445,1,1,0,0,0,0,0,11,6,0,3
"7810",14446,1,1,1,1,1,1,0,11,7,1,2
"7811",14447,2,1,1,1,1,1,1,11,3,1,2
"7812",14449,2,1,1,1,1,1,1,11,6,1,1
"7813",14451,1,1,0,1,0,0,0,11,3,0,2
"7814",14452,1,1,1,1,1,1,1,11,7,1,2
"7815",14453,1,1,1,1,1,1,1,11,6,1,5
"7816",14454,3,1,1,1,1,1,0,11,4,1,5
"7817",14455,2,1,1,1,1,1,1,11,6,1,4
"7818",14456,2,1,1,0,1,1,0,11,4,1,1
"7819",14457,1,1,1,1,0,1,1,11,7,0,3
"7820",14458,1,1,1,1,1,1,1,11,6,1,5
"7821",14459,3,1,1,1,1,1,1,11,4,1,5
"7822",14461,1,1,1,0,1,0,0,11,7,1,4
"7823",14463,2,1,1,1,1,1,1,11,4,1,5
"7824",14464,1,1,0,0,0,0,0,11,6,0,3
"7825",14466,1,1,0,0,0,1,0,11,4,0,4
"7826",14467,1,1,1,0,0,0,1,11,6,0,3
"7827",14468,2,1,1,1,1,1,0,11,4,1,4
"7828",14469,1,1,1,1,1,0,0,11,7,1,4
"7829",14470,3,1,1,1,1,1,1,11,4,1,5
"7830",14471,1,1,1,0,0,1,0,11,4,0,4
"7831",14472,2,1,1,1,1,1,1,11,6,1,4
"7832",14473,1,1,1,0,1,0,0,11,6,1,4
"7833",14474,2,1,1,1,1,1,1,11,4,1,5
"7834",14475,2,1,1,1,1,1,1,11,7,1,2
"7835",14476,2,1,1,1,1,1,1,11,4,1,1
"7836",14477,1,1,0,0,0,0,1,11,6,0,3
"7837",14478,1,1,1,1,1,1,1,11,6,1,1
"7838",14479,1,1,1,1,1,1,1,11,4,1,1
"7839",14480,1,1,1,1,1,1,1,11,5,1,1
"7840",14481,1,1,1,1,1,1,1,11,7,1,1
"7841",14485,1,1,1,0,1,1,0,11,7,1,4
"7842",14486,2,1,1,1,1,0,1,11,6,1,2
"7843",14487,2,1,1,1,1,1,1,11,6,1,1
"7844",14488,1,1,1,1,1,1,1,11,5,1,1
"7845",14490,1,1,1,1,1,0,0,11,6,0,4
"7846",14491,1,1,0,0,0,0,0,11,6,0,3
"7847",14492,1,1,1,1,1,1,0,11,1,1,4
"7848",14493,1,1,0,0,0,1,1,11,5,0,1
"7849",14494,1,1,1,1,1,1,1,11,4,1,1
"7850",14495,2,1,1,1,1,1,1,11,6,1,1
"7851",14496,2,1,1,1,1,0,0,11,5,1,4
"7852",14497,1,1,1,1,1,1,1,11,4,1,1
"7853",14498,1,1,1,0,0,0,0,11,1,0,2
"7854",14499,1,1,1,0,0,0,0,11,5,0,4
"7855",14500,2,1,1,1,1,1,0,11,6,1,4
"7856",14502,2,1,1,1,1,1,0,11,1,1,4
"7857",14503,3,1,1,1,1,1,0,11,6,1,1
"7858",14504,1,1,1,1,1,1,1,11,5,1,2
"7859",14505,1,1,1,0,1,1,0,11,6,1,4
"7860",14506,2,1,1,1,1,1,1,11,4,1,3
"7861",14507,1,1,1,0,1,1,0,11,3,1,4
"7862",14508,1,1,1,1,1,0,1,11,6,0,4
"7863",14510,1,1,0,1,1,1,0,11,4,1,4
"7864",14512,2,1,1,1,1,1,1,11,4,1,2
"7865",14513,2,1,1,0,1,1,0,11,6,0,3
"7866",14514,2,1,1,1,1,1,1,11,5,1,5
"7867",14515,2,1,1,1,1,1,1,11,4,1,1
"7868",14516,2,1,1,1,1,0,0,11,3,1,2
"7869",14517,1,1,1,1,1,0,0,11,6,0,4
"7870",14518,1,1,1,0,0,0,0,11,7,0,4
"7871",14519,2,1,1,1,1,0,1,11,5,1,5
"7872",14521,1,1,1,1,1,0,0,11,6,0,4
"7873",14522,1,1,0,0,0,0,0,11,4,0,2
"7874",14523,1,1,1,1,1,1,1,11,6,1,2
"7875",14524,1,1,1,0,1,0,1,11,5,0,3
"7876",14525,1,1,1,1,1,1,1,11,4,1,4
"7877",14526,1,1,1,0,0,0,0,11,6,0,3
"7878",14528,2,1,1,1,1,1,1,11,5,0,2
"7879",14529,1,1,1,1,1,0,1,11,4,1,1
"7880",14530,2,1,1,1,1,1,1,11,4,1,2
"7881",14532,2,1,1,1,1,1,1,11,6,1,4
"7882",14533,1,1,1,1,1,0,0,11,4,0,3
"7883",14534,1,1,1,1,1,1,1,11,4,1,4
"7884",14535,1,0,1,1,0,0,0,11,6,0,4
"7885",14536,2,1,1,1,1,1,1,11,5,1,5
"7886",14537,1,1,0,0,0,0,1,11,6,0,3
"7887",14538,2,1,1,1,1,1,1,11,4,1,4
"7888",14540,1,1,0,0,0,0,0,11,6,0,3
"7889",14541,1,1,1,0,1,1,0,11,4,1,4
"7890",14542,2,1,1,1,0,0,1,11,5,0,4
"7891",14543,2,1,0,1,1,1,0,11,6,1,1
"7892",14544,1,1,1,1,1,0,1,11,6,1,5
"7893",14546,1,1,0,0,0,0,0,11,2,0,4
"7894",14548,1,1,1,0,0,1,1,11,6,0,4
"7895",14549,2,1,1,1,1,1,1,11,6,1,4
"7896",14550,2,1,1,1,1,1,1,11,4,1,2
"7897",14551,1,1,1,0,0,1,0,11,4,0,4
"7898",14552,1,1,1,1,1,1,1,11,5,1,3
"7899",14553,1,1,1,0,0,0,0,11,8,0,4
"7900",14554,2,1,1,1,1,1,1,11,5,1,5
"7901",14556,2,1,1,1,1,1,1,11,6,1,5
"7902",14557,3,1,1,1,1,1,0,11,4,1,4
"7903",14558,1,1,1,1,1,0,1,11,4,1,2
"7904",14559,1,1,1,1,1,0,1,11,5,0,3
"7905",14560,1,1,1,1,1,1,1,11,6,1,4
"7906",14561,2,1,1,1,1,1,1,11,6,1,2
"7907",14562,1,1,1,1,1,1,1,11,5,1,2
"7908",14563,1,1,1,0,1,0,0,11,4,1,4
"7909",14564,2,1,1,1,1,1,1,11,4,1,2
"7910",14565,1,1,1,1,1,0,0,11,6,0,4
"7911",14566,1,1,1,1,1,1,0,11,6,0,4
"7912",14568,1,1,1,1,0,0,0,11,5,0,4
"7913",14570,1,1,1,1,1,0,0,11,6,0,4
"7914",14571,2,1,1,1,1,1,1,11,5,1,3
"7915",14572,1,1,0,1,1,0,0,11,5,1,4
"7916",14573,2,1,1,1,1,1,1,11,4,1,4
"7917",14574,1,1,1,0,0,0,0,11,3,0,4
"7918",14575,2,1,1,1,1,1,1,11,6,1,4
"7919",14576,1,1,1,0,1,1,0,11,5,1,4
"7920",14577,1,1,1,1,1,1,1,11,6,0,2
"7921",14578,1,1,1,1,0,1,0,11,8,0,4
"7922",14579,2,1,1,1,1,1,1,11,4,1,4
"7923",14581,1,1,0,0,0,1,0,11,5,0,2
"7924",14582,1,1,1,1,1,0,1,11,7,0,4
"7925",14584,2,1,1,1,1,1,0,11,4,1,2
"7926",14585,1,1,1,1,1,1,1,11,3,1,5
"7927",14586,2,1,1,1,1,1,1,11,5,1,5
"7928",14587,1,1,1,1,1,0,0,11,7,0,4
"7929",14588,1,1,0,0,0,0,1,11,5,0,1
"7930",14589,2,1,1,1,1,1,1,11,4,1,1
"7931",14590,2,1,1,1,1,1,0,11,5,1,1
"7932",14591,1,1,1,0,1,1,1,11,3,0,2
"7933",14592,2,1,1,1,1,1,1,11,7,1,2
"7934",14593,1,1,1,1,1,1,1,11,7,1,2
"7935",14594,1,1,1,0,1,1,0,11,4,1,4
"7936",14595,1,1,1,1,1,0,1,11,5,1,1
"7937",14596,2,1,1,1,1,1,1,11,5,1,2
"7938",14597,1,1,1,1,1,0,0,11,1,0,4
"7939",14598,1,1,0,0,0,1,0,11,3,0,4
"7940",14599,2,1,1,1,1,0,0,11,8,1,2
"7941",14600,1,1,1,1,1,1,1,11,6,1,2
"7942",14602,1,1,1,0,1,0,1,11,5,0,3
"7943",14603,2,1,1,1,1,1,1,11,3,1,5
"7944",14604,1,1,1,0,1,0,0,11,1,0,4
"7945",14605,2,1,1,1,1,1,0,11,6,1,2
"7946",14606,1,1,1,1,1,0,1,11,5,1,1
"7947",14607,1,1,1,1,1,1,1,11,3,1,5
"7948",14608,2,1,1,1,1,1,1,11,5,1,5
"7949",14610,2,1,1,1,1,1,1,11,1,1,3
"7950",14611,2,1,1,1,1,1,1,11,5,1,5
"7951",14612,1,1,1,1,1,1,1,11,5,1,4
"7952",14613,1,1,1,1,1,0,1,11,3,1,1
"7953",14614,2,1,1,1,1,1,1,11,4,1,3
"7954",14615,1,1,1,0,1,1,0,11,5,1,4
"7955",14616,1,1,1,1,1,1,1,11,5,1,4
"7956",14617,2,1,1,1,1,1,1,11,1,1,3
"7957",14618,1,1,0,0,1,0,1,11,5,1,1
"7958",14619,2,1,1,1,1,1,1,11,4,1,5
"7959",14620,2,1,1,1,1,0,1,11,5,1,3
"7960",14621,1,1,0,0,0,0,0,11,1,0,4
"7961",14622,1,1,1,1,0,0,1,11,5,1,2
"7962",14623,1,1,1,0,1,1,0,11,3,0,4
"7963",14624,2,1,1,1,1,0,1,11,5,1,5
"7964",14626,1,1,1,0,1,0,0,11,1,0,4
"7965",14627,1,1,1,1,1,1,1,11,5,1,1
"7966",14628,1,1,1,1,1,0,0,11,4,1,4
"7967",14629,1,1,1,1,1,1,1,11,3,1,5
"7968",14630,1,1,1,1,1,0,0,11,5,0,3
"7969",14631,2,1,1,1,1,1,1,11,1,1,2
"7970",14632,1,1,1,1,1,0,1,11,5,1,1
"7971",14633,2,1,1,1,1,0,0,11,6,1,2
"7972",14635,1,1,0,0,0,0,0,11,5,0,3
"7973",14636,1,1,1,1,1,1,0,11,2,0,4
"7974",14637,1,1,1,1,1,0,1,11,1,1,3
"7975",14638,1,1,1,0,1,1,0,11,5,1,4
"7976",14639,1,1,0,0,0,0,0,11,5,0,1
"7977",14640,2,1,1,1,1,1,1,11,5,1,5
"7978",14641,1,1,1,0,1,0,0,11,3,0,3
"7979",14642,2,1,1,1,1,1,1,11,1,1,3
"7980",14643,2,1,1,1,1,1,1,11,5,1,5
"7981",14644,3,1,1,1,1,1,1,11,5,1,5
"7982",14645,1,1,1,0,0,0,1,11,5,0,3
"7983",14646,2,1,1,1,1,1,0,11,4,1,5
"7984",14647,2,1,1,1,1,0,1,11,5,1,5
"7985",14648,1,1,1,1,1,0,1,11,1,1,1
"7986",14649,1,1,1,1,1,1,0,11,5,1,5
"7987",14650,2,1,1,1,1,0,1,11,3,1,5
"7988",14651,1,1,1,1,1,0,1,11,5,1,2
"7989",14652,3,1,1,1,1,1,1,11,5,1,5
"7990",14653,1,1,1,1,1,1,1,11,3,1,5
"7991",14654,1,1,1,1,1,0,0,11,5,0,4
"7992",14655,3,1,1,1,1,1,0,11,4,1,3
"7993",14656,1,1,1,1,1,1,0,11,5,1,2
"7994",14657,1,1,1,0,0,0,0,11,1,0,4
"7995",14658,2,1,1,1,1,1,1,11,4,1,2
"7996",14659,2,1,1,1,1,1,1,11,5,1,1
"7997",14660,1,1,0,0,0,0,0,11,1,0,1
"7998",14662,2,1,1,1,1,0,1,11,5,1,2
"7999",14663,1,1,1,1,1,0,0,11,4,0,4
"8000",14664,1,1,1,1,1,1,1,11,3,1,1
"8001",14665,1,1,0,0,0,1,0,11,1,0,1
"8002",14666,2,1,1,0,1,1,0,11,5,1,4
"8003",14667,2,1,1,1,1,1,1,11,5,1,1
"8004",14668,2,1,1,1,1,1,1,11,4,1,2
"8005",14669,2,1,1,1,1,1,1,11,3,1,5
"8006",14670,1,1,1,0,0,0,1,11,5,0,3
"8007",14671,2,1,1,1,1,1,1,11,5,1,1
"8008",14672,1,1,1,1,1,0,1,11,4,1,3
"8009",14673,2,1,1,1,1,0,1,11,1,1,3
"8010",14674,1,1,1,1,1,1,1,11,3,1,5
"8011",14675,1,1,1,0,1,1,0,11,5,1,4
"8012",14676,2,1,1,1,1,1,1,11,5,1,1
"8013",14678,1,1,1,1,1,1,1,11,4,1,2
"8014",14679,2,1,1,1,1,1,0,11,5,1,2
"8015",14680,2,1,1,1,1,1,1,11,6,1,3
"8016",14681,2,1,1,1,1,1,1,11,3,1,5
"8017",14682,1,1,1,0,1,0,0,11,6,1,4
"8018",14683,1,1,1,1,1,1,1,11,5,1,4
"8019",14684,2,1,1,1,1,1,1,11,5,1,1
"8020",14685,2,1,1,1,1,1,1,11,3,1,5
"8021",14686,2,1,1,1,1,1,1,11,7,1,3
"8022",14688,1,1,1,1,1,0,1,11,3,1,4
"8023",14689,2,1,1,1,1,1,1,11,6,1,1
"8024",14691,2,1,1,1,1,0,0,11,1,1,3
"8025",14692,2,1,1,1,1,1,1,11,3,1,5
"8026",14697,2,1,1,1,1,1,1,11,3,1,5
"8027",14698,1,1,1,1,1,1,1,11,5,1,2
"8028",14699,1,1,1,0,1,1,0,11,5,1,4
"8029",14701,2,1,1,1,1,0,1,11,1,1,4
"8030",14702,2,1,1,1,1,1,1,11,5,1,1
"8031",14703,2,1,1,1,1,1,1,11,3,1,1
"8032",14704,2,1,1,1,1,1,1,11,5,1,4
"8033",14705,2,1,1,1,1,1,1,11,1,1,1
"8034",14706,2,1,1,1,1,1,1,10,6,1,5
"8035",14707,2,1,1,1,1,1,1,11,5,1,4
"8036",14708,2,1,1,1,1,1,0,11,5,1,2
"8037",14709,1,1,1,1,1,1,1,11,3,1,5
"8038",14710,1,1,1,1,1,1,1,11,1,1,1
"8039",14711,2,1,1,1,1,1,1,11,5,1,4
"8040",14712,2,1,1,1,1,1,0,10,7,1,5
"8041",14713,1,1,1,0,1,0,0,11,5,1,4
"8042",14714,2,1,1,1,1,1,1,11,3,1,5
"8043",14715,2,1,1,1,1,0,0,11,1,1,2
"8044",14716,1,1,1,1,1,1,1,11,5,1,5
"8045",14718,1,1,1,0,1,0,0,11,5,0,4
"8046",14719,2,1,1,1,1,1,1,11,3,1,5
"8047",14720,2,1,1,1,1,1,0,11,1,1,2
"8048",14721,1,1,1,1,1,1,1,11,5,1,1
"8049",14722,2,1,1,1,1,1,1,11,5,1,2
"8050",14723,2,1,1,1,1,0,1,11,1,1,4
"8051",14724,2,1,1,1,1,1,1,11,1,1,5
"8052",14727,3,1,1,0,1,0,0,11,1,1,4
"8053",14728,1,1,0,0,0,1,0,11,5,0,4
"8054",14729,2,1,1,1,1,1,1,11,3,1,2
"8055",14730,2,1,1,1,1,1,1,11,1,1,3
"8056",14734,2,1,1,1,1,1,1,11,1,1,5
"8057",14735,1,1,1,0,1,0,0,11,5,0,4
"8058",14736,2,1,1,1,1,1,1,11,7,1,1
"8059",14737,1,1,1,1,1,1,1,11,3,1,2
"8060",14738,2,1,1,1,1,1,1,11,1,1,3
"8061",14739,2,1,1,1,1,1,1,11,5,1,4
"8062",14740,2,1,1,1,1,1,0,11,1,1,2
"8063",14741,1,1,0,0,0,1,0,11,5,0,2
"8064",14743,1,1,1,1,1,0,0,11,1,0,4
"8065",14744,2,1,1,1,1,1,1,11,1,1,5
"8066",14745,1,1,1,1,1,1,1,11,3,1,5
"8067",14746,1,1,1,1,0,1,1,11,4,1,1
"8068",14747,2,1,1,1,1,1,0,11,5,1,4
"8069",14748,2,1,1,1,1,1,1,11,1,1,4
"8070",14749,1,1,1,1,1,0,1,11,1,1,2
"8071",14750,2,1,1,1,1,0,1,11,3,1,3
"8072",14751,1,1,1,1,0,1,1,11,5,1,1
"8073",14752,2,1,1,1,1,1,1,11,5,1,2
"8074",14753,1,1,1,1,1,0,0,11,1,1,2
"8075",14754,1,1,1,1,1,1,0,11,1,0,4
"8076",14755,1,1,1,0,0,0,0,11,5,0,2
"8077",14756,2,1,1,1,1,1,1,11,2,1,2
"8078",14758,1,1,1,0,1,1,0,11,1,1,4
"8079",14759,1,1,1,1,1,0,1,11,1,1,1
"8080",14760,1,1,0,0,0,0,0,11,5,0,4
"8081",14761,2,1,1,1,1,1,1,11,1,1,2
"8082",14762,2,1,1,1,1,1,1,11,5,1,5
"8083",14763,1,1,1,0,1,0,0,11,1,1,4
"8084",14764,1,1,1,1,1,0,1,11,1,1,2
"8085",14765,1,1,1,0,1,0,0,11,5,0,4
"8086",14766,1,1,1,1,1,1,0,11,3,0,4
"8087",14767,2,1,1,1,1,1,1,11,1,1,3
"8088",14768,1,1,1,0,1,0,1,11,5,0,3
"8089",14769,2,1,1,1,1,1,1,11,3,1,5
"8090",14770,1,1,0,0,0,0,0,11,3,0,2
"8091",14771,2,1,1,1,1,0,0,11,4,1,2
"8092",14772,3,1,1,1,1,0,0,11,1,0,4
"8093",14773,3,1,1,1,1,0,0,11,3,1,5
"8094",14774,2,1,1,1,1,0,1,11,5,1,5
"8095",14775,2,1,1,1,1,0,0,11,8,1,2
"8096",14776,1,1,1,1,1,0,1,11,5,1,2
"8097",14777,1,1,1,1,1,1,1,11,7,0,2
"8098",14778,1,1,1,1,1,1,1,11,3,1,1
"8099",14779,1,1,1,1,1,1,1,11,5,1,2
"8100",14780,1,1,1,0,1,1,0,11,8,1,4
"8101",14781,2,1,1,1,1,1,1,11,5,1,2
"8102",14782,2,1,1,1,1,1,1,11,7,1,2
"8103",14783,1,1,1,1,1,0,1,11,3,1,1
"8104",14785,2,1,1,1,1,1,1,11,5,1,1
"8105",14786,2,1,1,1,1,1,1,11,5,1,1
"8106",14787,1,1,1,1,1,1,1,11,7,1,3
"8107",14788,1,1,1,1,1,0,0,11,8,1,2
"8108",14789,2,1,1,1,1,0,1,11,5,1,2
"8109",14790,1,1,1,0,0,0,0,11,5,0,4
"8110",14791,2,1,1,1,1,1,0,11,3,1,1
"8111",14792,1,1,0,0,0,0,0,11,7,0,4
"8112",14793,3,1,1,1,1,1,1,11,5,0,3
"8113",14794,3,1,1,0,0,0,0,11,8,1,4
"8114",14796,1,1,1,1,1,0,1,11,3,1,2
"8115",14797,1,1,1,1,1,1,1,11,5,0,3
"8116",14798,2,1,1,1,1,1,0,11,8,1,2
"8117",14799,2,1,1,1,1,0,0,11,7,1,1
"8118",14800,2,1,1,1,1,1,1,11,5,1,3
"8119",14801,1,1,1,1,1,1,1,11,8,1,4
"8120",14802,2,1,1,1,1,0,0,11,3,1,1
"8121",14803,2,1,1,1,1,1,1,11,5,1,5
"8122",14804,2,1,1,1,1,1,0,11,5,1,3
"8123",14805,1,1,1,1,1,0,0,11,7,1,1
"8124",14806,1,1,1,0,1,1,0,11,8,1,4
"8125",14807,1,1,1,1,1,1,1,11,3,1,1
"8126",14808,2,1,1,1,1,1,1,11,5,1,5
"8127",14810,1,1,1,1,1,1,1,11,7,1,4
"8128",14811,1,1,1,0,0,0,0,11,8,0,4
"8129",14812,2,1,1,1,1,1,1,11,3,1,1
"8130",14813,1,1,1,0,0,0,1,11,5,0,3
"8131",14816,2,1,1,1,1,0,0,11,3,1,2
"8132",14817,2,1,1,1,1,1,1,11,3,1,4
"8133",14818,1,1,1,0,0,0,0,11,5,0,4
"8134",14821,1,1,1,1,1,1,1,11,7,1,1
"8135",14822,1,1,1,1,1,1,1,11,5,1,1
"8136",14823,2,1,1,1,1,0,0,11,4,1,2
"8137",14824,1,1,1,1,1,0,1,11,5,0,3
"8138",14825,1,1,1,0,0,0,0,11,2,0,4
"8139",14826,2,1,0,0,1,0,1,11,3,1,1
"8140",14828,2,1,1,1,1,1,1,11,5,1,1
"8141",14829,2,1,1,1,1,1,1,11,7,1,1
"8142",14830,1,1,1,0,0,0,0,11,3,0,4
"8143",14832,1,1,1,1,1,1,0,11,5,0,3
"8144",14833,1,1,0,0,0,0,0,11,5,0,1
"8145",14836,1,1,1,0,0,0,0,11,3,1,4
"8146",14837,1,1,1,0,1,0,0,11,2,0,4
"8147",14838,1,1,1,1,1,1,1,11,3,0,1
"8148",14839,1,1,1,1,1,0,0,11,5,0,4
"8149",14840,1,1,0,1,0,0,0,11,5,0,2
"8150",14841,3,1,1,1,1,0,1,11,5,1,5
"8151",14842,1,1,0,0,0,0,0,11,3,0,2
"8152",14843,1,1,1,1,1,0,1,11,3,1,2
"8153",14844,1,1,1,0,0,0,0,11,7,0,4
"8154",14845,2,1,1,1,1,0,1,10,4,1,5
"8155",14846,2,1,1,1,1,1,1,11,5,1,5
"8156",14847,1,1,1,1,1,0,0,11,1,0,4
"8157",14848,3,1,1,0,0,0,0,11,3,1,4
"8158",14849,2,1,1,1,1,1,1,10,4,1,5
"8159",14850,1,1,1,0,1,0,0,11,7,1,4
"8160",14851,1,1,1,1,1,1,1,11,3,1,2
"8161",14854,1,1,1,0,1,1,0,11,7,1,4
"8162",14855,2,1,1,1,1,1,1,11,5,1,5
"8163",14860,1,1,1,1,1,1,1,11,3,1,3
"8164",14861,1,1,1,0,1,0,0,11,3,1,4
"8165",14863,1,1,1,0,1,0,0,11,7,0,4
"8166",14864,2,1,1,1,1,1,1,11,5,1,3
"8167",14867,1,1,1,1,1,0,0,11,3,0,4
"8168",14868,2,1,1,1,1,1,0,11,3,1,2
"8169",14869,2,1,1,1,1,1,1,10,4,1,2
"8170",14870,1,1,1,1,1,1,1,11,7,1,1
"8171",14871,2,1,1,1,1,1,1,11,5,1,3
"8172",14872,1,1,1,1,1,1,1,11,3,1,1
"8173",14874,2,1,1,1,1,1,1,10,5,1,5
"8174",14875,1,1,0,1,1,1,1,11,7,1,3
"8175",14879,1,1,1,1,1,1,1,11,5,1,2
"8176",14880,1,1,1,1,1,0,1,11,2,1,5
"8177",14882,1,1,1,1,1,0,1,11,7,1,2
"8178",14884,1,0,1,0,0,0,0,11,5,0,3
"8179",14885,2,1,1,1,1,0,1,11,2,1,5
"8180",14886,1,1,1,0,0,0,0,11,3,0,2
"8181",14889,3,1,1,1,1,1,1,11,5,1,5
"8182",14890,1,1,1,1,1,0,1,11,2,1,5
"8183",14891,1,1,1,0,1,0,0,11,3,0,1
"8184",14892,1,1,1,1,1,0,1,10,6,1,3
"8185",14893,2,1,1,1,1,1,1,11,5,1,5
"8186",14895,2,1,1,1,1,1,0,11,2,1,4
"8187",14896,1,1,1,0,0,0,0,11,3,0,4
"8188",14897,1,1,1,1,1,1,1,10,6,1,5
"8189",14898,2,1,1,0,1,1,0,11,7,1,4
"8190",14899,2,1,1,1,1,1,1,11,2,1,2
"8191",14900,1,1,0,0,0,0,0,11,1,0,4
"8192",14901,2,1,1,1,1,1,1,11,5,1,5
"8193",14902,1,1,1,1,1,1,1,10,6,1,5
"8194",14903,3,1,1,1,1,1,0,11,7,1,4
"8195",14905,2,1,1,1,1,1,1,11,2,1,5
"8196",14906,1,1,1,1,1,1,1,10,6,1,5
"8197",14907,2,1,1,1,1,1,0,11,5,1,5
"8198",14908,2,1,1,1,1,0,1,11,7,0,2
"8199",14911,2,1,1,1,1,1,1,11,5,1,2
"8200",14912,2,1,1,1,1,1,1,11,5,1,5
"8201",14914,3,1,1,1,1,1,1,11,2,1,1
"8202",14915,2,1,1,1,1,1,1,10,1,1,5
"8203",14916,1,1,1,0,0,0,1,11,5,0,3
"8204",14917,2,1,1,1,1,1,1,11,7,1,1
"8205",14918,2,1,1,1,0,0,1,11,3,0,4
"8206",14919,1,1,1,1,1,1,1,11,2,1,5
"8207",14920,2,1,1,1,1,1,1,11,5,1,4
"8208",14921,1,1,0,0,0,0,0,11,3,0,1
"8209",14922,1,1,0,0,0,1,0,10,6,0,3
"8210",14923,1,1,1,1,1,0,1,11,7,1,3
"8211",14926,2,1,1,1,1,1,1,11,5,1,2
"8212",14928,1,1,1,1,1,0,1,11,2,1,5
"8213",14929,2,1,1,1,1,0,1,11,7,1,4
"8214",14930,2,1,1,1,1,0,1,11,3,0,2
"8215",14931,2,1,1,1,1,1,1,11,7,1,1
"8216",14932,2,1,1,1,1,1,1,11,5,1,5
"8217",14934,1,0,1,1,1,0,0,11,2,0,3
"8218",14935,1,1,0,0,0,0,0,11,3,0,2
"8219",14937,2,1,1,1,1,1,1,11,7,1,4
"8220",14938,1,1,1,1,1,0,1,11,2,0,3
"8221",14940,1,1,1,0,0,0,1,10,7,0,3
"8222",14941,1,1,0,0,1,1,0,11,3,0,4
"8223",14942,2,1,1,1,1,1,1,11,1,1,2
"8224",14943,2,1,1,1,1,0,1,11,7,1,1
"8225",14944,1,1,1,1,1,1,1,11,5,1,3
"8226",14945,1,1,0,0,0,0,0,10,7,0,3
"8227",14946,1,1,1,1,1,0,1,11,2,0,1
"8228",14949,1,1,1,1,1,1,1,11,5,1,2
"8229",14951,2,1,1,1,1,1,1,10,7,1,5
"8230",14952,1,1,1,1,1,0,1,11,3,0,1
