DIRECTORIO,SECUENCIA_P,ORDEN,P1165,P1164,P1178,P1178S1,P1163_1,P1163S1,P1163_2,P1163S2,P1163_3,P1163S3,P1163_4,P1163S4,P1162S1,P1162S1A1,P1162S1A2,P1162S2,P1162S2A1,P1162S2A2,P1162S3,P1162S3A1,P1162S3A2,P1162S4,P1162S4A1,P1162S4A2,P1162S5,P1162S5A1,P1162S5A2,P1162S6,P1162S6A1,P1162S6A2,F_EXP
66181,1,3,1,1,1,7,1,17,1,5,,,,,1,2,0,1,3,0,1,9,0,,,,,,,,,,98.405018845
66181,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,9,0,,,,,,,,,,98.405018845
66189,1,3,1,1,1,7,1,17,,,,,,,1,1,0,1,2,0,1,11,0,,,,,,,,,,462.19761106
66214,1,5,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,13,0,,,,1,1,0,,,,321.062457
66217,1,5,2,,,,1,24,,,,,,,1,2,0,1,8,0,1,14,0,,,,,,,,,,166.03892815
66219,1,6,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,121.91050397
66219,1,7,2,,,,1,24,,,,,,,,,,,,,1,18,0,,,,,,,,,,121.91050397
66220,1,4,1,4,2,,1,12,,,,,,,1,3,0,1,3,0,1,10,0,1,2,30,1,2,45,,,,192.45171555
66229,1,5,1,1,1,6,1,18,,,,,,,1,3,0,1,2,0,1,10,0,1,2,0,,,,,,,101.85659244
66229,1,6,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,12,0,,,,,,,,,,101.85659244
66235,1,4,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,9,0,,,,,,,,,,172.83903487
66235,1,5,2,,,,1,24,,,,,,,,,,,,,1,13,0,,,,,,,,,,172.83903487
66244,1,8,2,,,,1,24,,,,,,,,,,1,7,0,1,12,0,,,,,,,,,,304.35774298
66274,1,3,2,,,,1,24,,,,,,,1,4,0,1,4,0,1,14,0,1,2,0,,,,,,,317.82992923
66277,1,4,2,,,,1,24,,,,,,,1,5,0,1,7,0,1,10,0,,,,1,2,0,,,,764.24520095
66278,1,4,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,14,0,,,,,,,,,,265.73657146
66309,1,3,2,,,,1,22,,,,,,,,,,1,5,0,1,12,0,,,,,,,,,,1190.3949873
66310,1,3,2,,,,1,24,,,,,,,1,0,20,1,8,0,1,10,0,,,,,,,,,,1298.1684942
66311,1,3,1,2,2,,1,24,,,,,,,1,2,0,1,2,0,1,11,0,1,1,30,,,,,,,97.237893038
66317,1,7,2,,,,1,24,,,,,,,1,1,30,1,3,0,1,11,0,,,,,,,,,,773.7218417
66317,1,8,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,11,0,,,,,,,,,,773.7218417
66317,1,9,2,,,,1,24,,,,,,,,,,1,2,0,1,12,0,,,,,,,,,,773.7218417
66320,1,3,1,3,2,,1,24,,,,,,,,,,1,4,0,1,10,0,,,,,,,,,,214.91714214
66320,1,4,1,3,2,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,214.91714214
66326,1,5,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,1,1,0,,,,,,,102.32737483
66338,1,4,1,4,1,5,1,24,,,,,,,,,,1,8,0,1,10,0,1,2,0,,,,1,4,0,244.90997397
66345,1,3,2,,,,1,24,,,,,,,1,3,0,1,9,0,1,9,0,,,,1,1,0,1,2,0,190.56395986
66346,1,6,2,,,,1,24,,,,,,,1,3,0,,,,,,,,,,,,,,,,134.67459671
66349,1,4,1,1,2,,1,24,,,,,,,,,,1,8,0,1,10,0,1,6,0,,,,,,,269.1000364
66363,1,4,2,,,,1,22,,,,,1,2,1,1,0,1,3,0,1,12,0,,,,,,,,,,276.78011342
66368,1,3,1,5,1,5,1,17,1,2,,,,,1,2,0,1,6,0,1,8,0,,,,,,,1,1,0,133.34137662
66386,1,6,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,11,0,,,,1,3,0,,,,1459.21356
66389,1,2,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,10,0,1,2,30,,,,,,,936.48515955
66392,1,3,2,,,,1,21,1,3,,,,,,,,1,3,0,1,12,0,,,,,,,,,,528.52380636
66400,1,3,1,5,2,,1,24,,,,,,,1,2,0,1,1,0,1,9,0,1,1,0,,,,,,,208.34320732
66412,1,4,1,3,2,,1,12,1,12,,,,,1,3,0,1,2,0,1,8,0,,,,,,,,,,253.15781951
66417,1,4,1,2,2,,1,24,,,,,,,1,7,0,1,4,0,1,8,0,1,3,0,1,2,0,,,,777.99903508
66421,1,4,2,,,,1,24,,,,,,,1,6,0,1,3,0,1,8,0,1,7,0,,,,,,,9.4385018973
66424,1,6,1,3,2,,1,24,,,,,,,,,,1,5,0,1,12,0,,,,,,,,,,339.35739796
66424,1,7,2,,,,1,24,,,,,,,,,,1,5,0,1,12,0,,,,,,,,,,339.35739796
66425,1,7,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,9,0,,,,,,,,,,112.79864094
66427,1,2,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,227.55731624
66434,1,4,1,1,2,,1,24,,,,,,,,,,1,2,0,1,3,0,,,,,,,,,,423.36013317
66438,1,8,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,10,0,,,,,,,,,,735.59557637
66446,1,3,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,10,0,,,,,,,,,,666.31857582
66449,1,5,2,,,,1,24,,,,,,,1,0,30,1,6,0,1,12,0,,,,,,,,,,475.68433305
66455,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,0,30,1,9,0,,,,1,1,0,,,,312.84360381
66459,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,575.39979509
66461,1,3,2,,,,1,24,,,,,,,1,3,0,,,,1,9,0,,,,,,,,,,345.34825941
66465,1,3,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,10,0,1,3,0,1,0,30,,,,401.81586344
66492,1,3,2,,,,1,24,,,,,,,1,2,0,1,3,0,1,11,0,,,,,,,,,,438.74427657
66504,1,3,2,,,,1,24,,,,,,,,,,1,4,0,1,10,0,,,,,,,,,,180.14931969
66519,1,4,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,11,0,1,2,0,,,,,,,846.119772
66523,1,4,2,,,,1,24,,,,,,,1,3,0,1,9,0,1,12,0,,,,,,,,,,140.83492586
66523,1,6,2,,,,1,24,,,,,,,,,,1,4,0,1,20,0,,,,,,,,,,140.83492586
66524,2,3,2,,,,1,24,,,,,,,,,,1,3,0,1,11,0,,,,,,,,,,560.73624499
66527,1,5,1,4,1,5,1,19,,,,,,,1,1,0,1,2,0,1,10,0,1,0,30,,,,,,,223.72893534
66529,1,4,1,1,2,,1,24,,,,,,,1,6,0,1,6,0,1,12,0,,,,,,,,,,206.47229274
66533,1,4,2,,,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,236.6295838
66536,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,4,0,1,10,40,,,,,,,,,,108.86082807
66537,1,4,2,,,,1,24,,,,,,,1,3,0,1,4,30,1,10,0,1,1,0,,,,,,,574.26002002
66555,1,6,1,1,2,,1,24,,,,,,,1,4,0,1,5,0,1,10,0,1,2,30,1,0,30,,,,295.00378086
66566,1,3,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,408.42317206
66570,1,4,1,5,1,2,1,24,,,,,,,1,1,0,1,4,0,1,9,0,,,,1,1,0,,,,298.1245115
66575,1,3,1,2,2,,1,24,,,,,,,,,,1,2,0,1,12,0,1,2,0,,,,,,,542.25115377
66584,1,4,1,1,2,,1,24,,,,,,,,,,1,6,0,1,12,0,,,,,,,,,,126.59009526
66588,1,2,2,,,,1,24,,,,,,,1,3,0,1,4,30,1,10,0,1,0,10,,,,,,,263.12407084
66593,1,3,1,1,2,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,326.87346005
66594,1,3,1,2,2,,1,24,,,,,,,,,,1,8,0,1,10,0,1,6,0,,,,,,,148.86697643
66596,1,3,2,,,,1,22,,,,,1,2,,,,,,,1,17,0,,,,,,,,,,126.73159111
66602,1,7,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,13,0,,,,,,,,,,274.08497493
66602,1,8,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,12,0,,,,,,,,,,274.08497493
66604,1,2,2,,,,1,24,,,,,,,,,,1,4,0,1,15,0,,,,,,,,,,625.2633919
66605,1,3,2,,,,1,24,,,,,,,1,2,30,1,4,0,,,,1,0,30,1,0,30,,,,380.8470125
66605,1,4,2,,,,1,24,,,,,,,1,1,30,1,2,0,1,2,0,,,,,,,,,,380.8470125
66606,1,4,2,,,,1,24,,,,,,,,,,1,3,0,,,,1,2,0,,,,,,,269.95767848
66613,1,4,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,12,0,1,1,0,1,2,0,1,3,0,140.55128452
66620,1,3,2,,,,1,24,,,,,,,1,0,35,1,3,0,1,12,0,,,,,,,,,,2047.0457502
66622,1,4,2,,,,1,24,,,,,,,,,,,,,1,16,0,,,,,,,,,,282.65663053
66639,1,3,1,1,2,,1,24,,,,,,,1,3,0,1,7,0,1,9,0,,,,,,,,,,849.10154013
66639,1,6,1,4,2,,1,24,,,,,,,1,4,0,1,7,0,1,9,30,1,0,30,,,,,,,849.10154013
66639,1,7,2,,,,1,24,,,,,,,,,,1,6,0,1,11,0,,,,,,,,,,849.10154013
66645,1,6,2,,,,1,24,,,,,,,,,,1,4,0,1,14,0,,,,,,,,,,358.28157806
66651,1,3,2,,,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,232.18517833
66675,1,7,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,9,0,,,,,,,,,,189.50865436
66676,1,7,2,,,,1,24,,,,,,,1,3,0,1,1,30,1,10,0,1,1,0,1,0,30,,,,237.35210352
66685,1,3,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,8,0,,,,,,,,,,417.89108946
66689,1,3,2,,,,1,24,,,,,,,,,,,,,1,9,0,,,,,,,,,,438.95433321
66689,1,7,2,,,,1,24,,,,,,,,,,,,,1,8,0,,,,,,,,,,438.95433321
66689,1,8,2,,,,1,24,,,,,,,,,,,,,1,8,0,,,,,,,,,,438.95433321
66691,1,7,1,1,2,,1,24,,,,,,,1,3,0,1,1,0,1,10,0,,,,,,,,,,826.96107417
66700,1,4,1,3,2,,1,24,,,,,,,1,4,0,1,7,0,1,10,0,1,3,0,,,,,,,1299.5061035
66701,1,6,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,387.22900746
66708,1,5,1,5,2,,1,24,,,,,,,1,2,0,1,6,0,1,10,0,1,1,0,,,,,,,83.797964882
66708,1,7,1,5,2,,1,24,,,,,,,,,,1,8,0,1,10,0,,,,,,,,,,83.797964882
66714,1,4,1,1,2,,1,24,,,,,,,1,4,0,1,8,0,1,12,0,,,,,,,,,,60.285496561
66716,1,3,2,,,,1,24,,,,,,,1,7,0,1,5,0,1,12,0,,,,,,,,,,369.32495291
66717,1,5,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,9,0,,,,,,,,,,377.56482768
66730,1,7,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,10,0,,,,,,,,,,732.57139865
66732,1,7,1,1,2,,1,24,,,,,,,1,3,0,1,7,0,1,12,0,,,,,,,,,,75.717773197
66739,1,5,1,5,2,,1,24,,,,,,,1,1,0,1,10,0,1,10,0,1,1,0,,,,1,2,0,134.38582829
66748,1,5,1,3,2,,1,24,,,,,,,,,,1,5,0,1,12,0,1,1,0,,,,,,,294.99813297
66757,1,3,2,,,,1,24,,,,,,,,,,1,9,0,1,13,0,1,2,0,,,,,,,178.08097598
66764,1,3,1,4,2,,1,24,,,,,,,1,3,0,1,7,0,1,10,0,1,4,0,,,,,,,500.80741835
66766,1,5,1,3,2,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,361.34371394
66766,1,6,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,361.34371394
66777,1,3,2,,,,1,24,,,,,,,1,2,30,1,1,0,1,9,0,1,0,30,1,0,45,,,,298.7842685
66789,1,3,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,14,0,,,,,,,,,,384.93243932
66791,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,305.10029864
66791,1,6,2,,,,1,24,,,,,,,,,,1,6,0,1,14,0,1,4,0,,,,,,,305.10029864
66792,1,3,1,5,1,2,1,22,,,,,1,2,1,2,0,1,4,0,1,9,30,1,1,30,1,2,0,,,,525.18023782
66804,1,6,1,3,2,,1,24,,,,,,,,,,1,4,0,1,11,0,1,1,0,1,2,0,,,,520.98536364
66806,1,3,1,4,2,,1,24,,,,,,,1,5,0,1,1,0,1,10,0,1,1,0,1,1,0,,,,488.96731196
66824,1,3,1,1,1,6,1,24,,,,,,,1,2,0,1,5,0,1,9,0,,,,,,,,,,287.29191895
66825,1,4,1,2,2,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,156.44011611
66827,1,3,1,4,2,,,,1,12,,,,,1,3,0,1,1,0,1,2,0,1,0,30,1,2,0,,,,537.01467019
66831,1,4,2,,,,1,9,1,15,,,,,1,1,0,1,5,0,1,9,30,,,,1,2,0,,,,281.00030392
66839,1,3,1,5,1,4,,,1,20,,,,,1,4,0,,,,1,10,0,1,3,0,,,,,,,537.21525418
66848,1,5,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,14,0,,,,,,,,,,963.89198532
66853,1,3,2,,,,1,22,1,2,,,,,1,4,0,1,6,0,1,9,0,1,5,0,,,,,,,734.85375065
66855,1,2,1,1,2,,1,24,,,,,,,1,2,0,1,6,0,1,10,0,1,2,0,1,1,0,,,,145.2449747
66855,1,4,1,1,2,,1,24,,,,,,,1,1,0,1,9,0,1,10,0,1,1,0,1,2,0,,,,145.2449747
66865,1,3,2,,,,1,24,,,,,,,,,,,,,1,10,0,,,,,,,,,,244.70536662
66867,1,4,2,,,,1,24,,,,,,,,,,1,4,0,1,11,0,,,,,,,,,,407.32820681
66871,1,4,1,2,2,,1,24,,,,,,,1,2,0,1,6,0,1,12,0,1,1,0,,,,,,,992.24321994
66882,1,4,1,3,2,,1,24,,,,,,,1,2,0,1,5,0,1,12,0,,,,,,,,,,297.18795748
66896,1,4,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,15,0,,,,,,,,,,83.058944344
66897,1,4,2,,,,1,24,,,,,,,,,,1,2,0,1,11,0,,,,,,,,,,185.49132389
66912,1,5,2,,,,1,24,,,,,,,,,,1,7,0,1,12,30,,,,,,,,,,397.6371578
66914,1,3,2,,,,1,18,1,4,1,2,,,1,1,0,1,9,0,1,10,0,1,1,0,1,1,0,,,,278.32873649
66931,1,3,2,,,,1,24,,,,,,,1,7,0,1,8,0,1,9,0,,,,,,,,,,56.211197886
66946,1,4,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,11,0,1,5,0,,,,,,,506.37701203
66951,1,3,1,3,2,,1,24,,,,,,,1,3,0,1,3,0,1,12,0,1,2,0,1,2,0,,,,65.636827787
66958,1,2,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,13,0,1,1,0,1,2,0,,,,88.629647649
66974,1,3,2,,,,1,24,,,,,,,1,1,0,1,6,0,1,10,0,,,,,,,,,,275.37616284
66975,1,4,2,,,,1,24,,,,,,,,,,,,,1,11,0,,,,,,,,,,687.72164765
66985,1,4,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,12,0,1,1,0,,,,,,,1023.8417052
66992,1,2,2,,,,1,24,,,,,,,1,1,0,1,10,0,1,12,0,1,1,0,,,,,,,430.23990017
66992,1,3,2,,,,1,24,,,,,,,,,,1,2,0,1,22,0,,,,,,,,,,430.23990017
66998,1,3,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,12,0,,,,,,,,,,11.771569674
67000,1,3,2,,,,1,24,,,,,,,1,8,0,1,6,0,1,10,0,,,,,,,,,,53.980857826
67001,1,6,1,1,1,5,1,24,,,,,,,1,6,0,,,,1,14,0,,,,1,4,0,,,,298.09738417
67012,1,4,1,1,2,,1,24,,,,,,,1,4,0,1,10,0,1,10,0,,,,,,,,,,56.576391272
67021,1,7,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,12,0,,,,,,,,,,332.48207342
67028,1,3,2,,,,1,24,,,,,,,1,4,0,1,2,0,1,9,0,,,,,,,,,,361.15508474
67036,1,4,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,1,2,0,,,,,,,1221.1330063
67036,1,5,1,1,2,,1,24,,,,,,,1,2,0,1,3,0,1,10,0,1,2,0,,,,,,,1221.1330063
67038,1,2,2,,,,1,24,,,,,,,1,1,0,1,8,0,1,15,0,,,,,,,,,,163.93128394
67041,1,3,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,16,0,,,,,,,,,,104.12981922
67043,1,5,2,,,,1,24,,,,,,,1,3,0,1,2,0,1,13,0,,,,,,,,,,1406.5861937
67044,1,3,2,,,,1,16,1,8,,,,,1,4,0,1,5,0,1,10,0,,,,,,,1,3,0,205.51777417
67053,1,5,2,,,,1,24,,,,,,,1,2,0,1,9,0,1,11,0,1,2,0,,,,,,,171.64601605
67057,1,3,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,12,0,,,,,,,,,,119.14038923
67069,1,3,2,,,,1,24,,,,,,,,,,1,4,0,1,9,0,,,,,,,,,,108.73912403
67069,1,4,2,,,,1,24,,,,,,,,,,1,4,0,1,9,0,,,,,,,,,,108.73912403
67077,1,4,1,5,1,4,1,20,,,,,1,4,1,1,0,1,4,0,1,10,0,1,0,30,,,,,,,396.79264499
67099,1,7,2,,,,1,24,,,,,,,,,,,,,1,19,0,,,,,,,,,,252.75101383
67109,1,4,1,5,2,,1,24,,,,,,,,,,1,5,0,1,12,0,1,0,30,1,3,0,,,,438.78411182
67113,1,4,2,,,,1,18,,,,,,,1,4,0,1,4,0,1,12,0,1,3,0,,,,,,,135.58798255
67115,1,4,1,1,2,,1,24,,,,,,,,,,1,7,0,1,12,0,1,3,0,,,,1,2,0,272.53114158
67115,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,272.53114158
67137,1,6,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,12,0,1,1,0,,,,,,,323.70283564
67152,1,5,2,,,,1,24,,,,,,,1,2,30,1,9,30,1,11,0,1,2,0,,,,,,,286.03955548
67159,1,3,2,,,,1,24,,,,,,,1,4,0,,,,1,9,0,,,,,,,,,,337.05066536
67173,1,3,2,,,,1,24,,,,,,,,,,1,3,0,1,12,0,,,,,,,,,,228.80882265
67183,1,3,2,,,,1,24,,,,,,,,,,1,5,0,1,14,0,,,,,,,,,,183.47143446
67188,1,3,2,,,,1,12,1,8,,,,,1,2,0,1,3,0,1,14,0,,,,,,,,,,946.11009679
67189,1,2,2,,,,1,24,,,,,,,,,,,,,1,12,0,,,,,,,,,,349.53904295
67191,1,4,2,,,,1,24,,,,,,,1,1,0,1,1,0,1,9,0,1,3,0,,,,,,,373.51747295
67192,1,3,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,11,0,,,,,,,,,,188.67044249
67194,1,4,1,3,2,,1,24,,,,,,,1,1,0,1,6,0,1,10,0,1,1,0,,,,,,,430.20842651
67203,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,10,0,,,,,,,,,,624.46560407
67213,1,5,2,,,,1,24,,,,,,,1,4,0,1,3,0,1,12,0,1,2,0,,,,,,,780.04057816
67215,1,5,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,11,0,,,,,,,,,,447.22385772
67218,1,4,2,,,,1,24,,,,,,,,,,1,5,0,1,10,0,,,,,,,,,,552.57477133
67227,1,2,2,,,,1,24,,,,,,,1,1,0,,,,1,9,0,,,,,,,,,,505.22214048
67229,1,3,1,1,2,,1,24,,,,,,,,,,1,8,0,1,12,0,,,,,,,1,4,0,301.47091742
67229,1,4,1,1,2,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,301.47091742
67235,1,2,2,,,,1,24,,,,,,,1,6,0,1,6,0,1,12,0,,,,,,,,,,12.542351896
67236,1,4,1,1,2,,1,24,,,,,,,1,4,0,1,4,0,1,13,0,,,,,,,,,,51.32612771
67241,1,4,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,12,0,,,,,,,,,,105.81613816
67242,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,8,0,,,,1,2,0,,,,222.58849592
67259,1,6,1,5,2,,1,24,,,,,,,1,2,30,1,5,0,1,11,0,,,,1,1,30,,,,434.61598374
67269,1,3,1,3,2,,1,24,,,,,,,,,,1,1,0,1,15,0,1,1,0,,,,,,,334.22478588
67281,1,5,2,,,,1,12,1,6,,,,,,,,,,,1,12,0,,,,,,,,,,601.94130517
67292,1,4,2,,,,1,24,,,,,,,,,,1,2,0,1,18,0,,,,,,,,,,212.09760703
67296,1,4,2,,,,1,24,,,,,,,1,1,0,1,2,0,1,9,0,,,,,,,,,,280.53030461
67296,1,5,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,9,0,,,,,,,,,,280.53030461
67298,1,8,1,4,2,,1,24,,,,,,,1,1,0,1,4,0,1,11,0,1,1,0,,,,1,2,0,660.69655346
67299,1,5,2,,,,1,2,1,9,,,,,1,2,0,1,4,0,1,2,0,1,0,20,,,,,,,450.70672315
67326,1,2,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,15,0,,,,,,,,,,378.62293191
67335,1,3,2,,,,1,24,,,,,,,,,,,,,1,18,0,,,,,,,,,,350.89091495
67358,1,3,1,1,1,8,1,16,,,,,,,1,4,0,1,2,0,1,10,0,,,,,,,,,,169.61504794
67362,1,2,1,2,2,,1,19,1,5,,,,,1,3,0,1,6,0,1,10,0,,,,,,,,,,124.55452997
67362,1,3,1,2,2,,1,19,1,5,,,,,1,2,0,1,6,0,1,10,0,1,1,0,,,,,,,124.55452997
67364,1,4,2,,,,1,24,,,,,,,1,6,0,1,5,0,1,10,0,1,3,0,,,,,,,154.19819625
67364,1,5,2,,,,1,24,,,,,,,,,,1,8,0,1,16,0,,,,,,,,,,154.19819625
67373,1,2,2,,,,1,1,,,,,,,1,5,0,1,6,0,1,11,0,,,,,,,,,,612.87863943
67383,1,5,2,,,,1,24,,,,,,,1,4,0,1,7,0,1,12,0,1,0,30,,,,,,,477.29215089
67388,1,4,2,,,,1,20,1,4,,,,,1,2,0,1,4,0,1,11,0,,,,1,1,0,,,,415.19093016
67401,1,5,2,,,,1,24,,,,,,,,,,1,3,0,1,10,0,,,,,,,,,,628.00094967
67408,1,6,2,,,,1,24,,,,,,,,,,,,,1,14,0,,,,,,,,,,583.80130938
67428,1,3,1,1,2,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,293.22177
67430,1,2,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,291.97553706
67438,1,4,2,,,,1,24,,,,,,,1,1,0,1,5,0,1,10,0,1,0,20,,,,,,,388.58805251
67445,1,3,2,,,,1,24,,,,,,,1,3,0,1,3,0,1,12,0,,,,,,,,,,605.12722143
67445,1,4,2,,,,1,24,,,,,,,,,,,,,1,16,0,,,,,,,,,,605.12722143
67450,1,6,2,,,,1,24,,,,,,,1,1,0,1,4,0,1,10,0,1,1,0,1,1,0,,,,153.23291679
67460,1,4,1,3,2,,1,24,,,,,,,,,,1,6,0,1,11,0,,,,,,,,,,234.1544163
67460,1,5,2,,,,1,24,,,,,,,,,,1,4,0,1,13,0,,,,,,,,,,234.1544163
67466,1,5,2,,,,1,24,,,,,,,1,2,0,1,4,0,1,11,0,,,,,,,,,,410.19692932
67470,1,8,1,3,2,,1,24,,,,,,,1,2,0,1,4,0,1,6,0,1,4,0,,,,,,,663.83985857
67470,1,10,2,,,,1,24,,,,,,,1,2,0,1,5,0,1,7,30,1,3,0,,,,,,,663.83985857
67487,1,3,1,2,2,,1,24,,,,,,,1,5,0,1,6,0,1,8,0,1,3,0,,,,,,,495.27232258
67489,1,4,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,10,0,1,4,0,,,,,,,269.21698817
67498,1,3,1,1,2,,1,24,,,,,,,1,3,0,1,4,30,1,10,0,,,,,,,,,,377.34857048
67498,1,4,2,,,,1,24,,,,,,,1,2,30,1,5,0,1,12,0,,,,,,,,,,377.34857048
67498,1,5,2,,,,1,24,,,,,,,1,1,0,1,9,0,1,11,0,,,,,,,,,,377.34857048
67499,1,3,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,8,0,,,,,,,,,,302.44214752
67499,1,4,2,,,,1,24,,,,,,,1,2,0,1,2,0,1,8,0,,,,,,,,,,302.44214752
67499,1,5,2,,,,1,24,,,,,,,,,,1,1,0,1,10,0,,,,,,,,,,302.44214752
67502,1,4,1,2,2,,1,22,,,,,,,1,2,0,1,6,0,1,10,0,1,2,0,,,,,,,1120.2701013
67502,1,5,1,2,2,,1,22,,,,,,,1,2,0,1,6,0,1,10,0,1,1,0,,,,,,,1120.2701013
67502,1,6,1,2,2,,1,22,,,,,,,1,1,0,1,5,0,1,10,0,,,,,,,,,,1120.2701013
67507,1,4,2,,,,1,24,,,,,,,,,,1,2,0,,,,,,,,,,,,,136.89471323
67508,1,6,2,,,,1,24,,,,,,,1,2,0,1,6,0,1,15,0,,,,,,,,,,1134.6682347
67515,1,4,2,,,,1,24,,,,,,,1,4,0,1,6,0,1,12,0,1,1,0,,,,,,,443.79076225
67534,1,3,2,,,,1,20,1,4,,,,,1,2,0,1,6,0,1,10,0,1,0,30,,,,,,,628.46256687
67543,1,4,2,,,,1,24,,,,,,,,,,,,,1,18,0,,,,,,,,,,321.76363173
67547,1,4,2,,,,1,24,,,,,,,1,4,0,1,5,0,1,8,0,1,0,30,,,,,,,396.13366181
67551,1,5,1,1,2,,1,24,,,,,,,,,,1,8,0,1,12,0,1,4,0,,,,,,,484.5522135
67559,1,3,2,,,,1,24,,,,,,,,,,1,10,0,1,14,0,,,,,,,,,,281.05583777
67559,1,4,2,,,,1,24,,,,,,,,,,1,12,0,1,12,0,,,,,,,,,,281.05583777
67564,1,4,2,,,,1,24,,,,,,,1,6,0,1,4,0,1,8,0,,,,1,2,0,,,,649.69156136
67564,1,6,2,,,,1,24,,,,,,,,,,,,,1,12,30,,,,,,,,,,649.69156136
67565,1,7,1,2,2,,1,24,,,,,,,1,1,0,1,3,0,,,,,,,,,,,,,1054.1004994
67582,1,5,1,2,1,1,1,24,,,,,,,1,1,0,1,2,0,1,10,0,,,,,,,,,,102.17925456
67586,1,5,1,3,2,,1,24,,,,,,,,,,1,5,0,1,10,0,1,2,0,,,,1,5,0,100.83161246
67586,1,6,1,3,2,,1,24,,,,,,,,,,1,4,0,1,12,0,1,3,0,,,,1,5,0,100.83161246
67591,1,4,2,,,,1,24,,,,,,,1,1,0,1,3,0,1,12,0,,,,,,,,,,353.32078816
67596,1,4,2,,,,1,24,,,,,,,,,,,,,1,8,0,,,,,,,,,,453.94557238
67598,1,3,2,,,,1,24,,,,,,,1,5,0,1,5,0,1,14,0,,,,,,,,,,73.224967536
67601,1,4,2,,,,1,24,,,,,,,1,3,0,1,5,0,1,11,0,,,,,,,,,,456.92971088
67614,1,2,2,,,,1,19,1,5,,,,,1,6,0,1,8,0,1,10,0,,,,,,,,,,84.687024987
67626,1,6,2,,,,1,24,,,,,,,1,3,0,1,4,0,1,14,0,1,1,0,1,2,0,,,,213.54932783
